playerID,yearID,stint,teamID,lgID,POS,G,GS,InnOuts,PO,A,E,DP,PB,WP,SB,CS,ZR
hoytja01,2016,1,HOU,AL,P,22,0,66,3,3,1,0,,,,,
hudsoda01,2016,1,ARI,NL,P,70,0,181,5,3,2,1,,,,,
huffda01,2016,1,LAA,AL,P,2,2,16,0,1,1,0,,,,,
hugheja02,2016,1,PIT,NL,P,67,0,178,5,8,0,2,,,,,
hugheph01,2016,1,MIN,AL,P,12,11,177,3,6,0,0,,,,,
hundlni01,2016,1,COL,NL,C,79,77,2035,554,38,7,3,8,,57,9,
huntece01,2016,1,PHI,NL,OF,12,9,244,17,1,0,0,,,,,
hunteto02,2016,1,CLE,AL,P,21,0,65,0,1,0,0,,,,,
hunteto02,2016,2,BAL,AL,P,12,0,37,0,0,0,0,,,,,
hurshja01,2016,1,ATL,NL,P,2,0,4,1,0,0,0,,,,,
hutchdr01,2016,1,TOR,AL,P,3,2,38,0,0,0,0,,,,,
hutchdr01,2016,2,PIT,NL,P,6,1,34,0,1,0,0,,,,,
iannech01,2016,1,SEA,AL,C,93,86,2329,722,42,5,2,6,,45,20,
iglesjo01,2016,1,DET,AL,SS,136,131,3489,180,389,5,92,,,,,
iglesra01,2016,1,CIN,NL,P,37,5,235,8,8,1,0,,,,,
inciaen01,2016,1,ATL,NL,OF,129,126,3383,351,14,4,4,,,,,
infanom01,2016,1,KCA,AL,2B,39,38,1007,66,102,4,17,,,,,
iribahe01,2016,1,CIN,NL,1B,2,0,9,2,0,0,1,,,,,
iribahe01,2016,1,CIN,NL,2B,5,1,45,5,2,0,2,,,,,
iribahe01,2016,1,CIN,NL,OF,8,6,170,13,0,0,0,,,,,
iwakuhi01,2016,1,SEA,AL,P,33,33,597,11,19,0,1,,,,,
jacksau01,2016,1,CHA,AL,OF,54,52,1395,118,3,2,2,,,,,
jacksed01,2016,1,MIA,NL,P,8,0,32,1,1,0,0,,,,,
jacksed01,2016,2,SDN,NL,P,13,13,220,4,4,2,0,,,,,
jackslu01,2016,1,TEX,AL,P,8,0,35,0,1,0,0,,,,,
janispa01,2016,1,BAL,AL,3B,9,9,219,11,12,0,0,,,,,
janispa01,2016,1,BAL,AL,SS,6,1,51,2,6,0,2,,,,,
jankotr01,2016,1,SDN,NL,OF,114,82,2367,221,0,1,0,,,,,
janseke01,2016,1,LAN,NL,P,71,0,206,3,1,1,0,,,,,
jasojo01,2016,1,PIT,NL,1B,108,99,2244,749,46,5,81,,,,,
jasojo01,2016,1,PIT,NL,OF,1,0,4,0,0,0,0,,,,,
jayjo02,2016,1,SDN,NL,OF,86,82,2163,190,4,1,1,,,,,
jeffrje01,2016,1,MIL,NL,P,47,0,134,3,8,0,1,,,,,
jeffrje01,2016,2,TEX,AL,P,12,0,40,1,0,0,0,,,,,
jenkity01,2016,1,ATL,NL,P,14,8,156,1,10,0,0,,,,,
jennida01,2016,1,CHA,AL,P,64,0,182,2,9,1,0,,,,,
jennide01,2016,1,TBA,AL,OF,62,54,1457,112,3,2,1,,,,,
jenseky01,2016,1,ARI,NL,1B,4,1,36,10,0,0,1,,,,,
jenseky01,2016,1,ARI,NL,OF,5,3,99,9,0,0,0,,,,,
jepseke01,2016,1,MIN,AL,P,33,0,92,0,1,0,0,,,,,
jepseke01,2016,2,TBA,AL,P,25,0,57,0,3,0,1,,,,,
jimenub01,2016,1,BAL,AL,P,29,25,427,12,12,2,3,,,,,
johnsch05,2016,1,MIA,NL,1B,81,43,1298,360,23,3,37,,,,,
johnsch05,2016,1,MIA,NL,3B,11,7,177,5,12,0,1,,,,,
johnsch05,2016,1,MIA,NL,OF,2,0,12,0,0,0,0,,,,,
johnser04,2016,1,CHA,AL,P,2,2,35,1,1,0,1,,,,,
johnser04,2016,2,SDN,NL,P,4,4,59,2,1,0,0,,,,,
johnsji04,2016,1,ATL,NL,P,65,0,194,1,10,0,2,,,,,
johnske05,2016,1,ATL,NL,1B,1,1,24,6,0,0,0,,,,,
johnske05,2016,1,ATL,NL,2B,26,23,585,33,64,6,11,,,,,
johnske05,2016,1,ATL,NL,OF,6,4,106,9,0,0,0,,,,,
johnske05,2016,2,NYN,NL,1B,2,1,18,6,1,0,1,,,,,
johnske05,2016,2,NYN,NL,2B,26,19,520,36,31,0,6,,,,,
johnske05,2016,2,NYN,NL,3B,21,15,442,10,27,2,6,,,,,
johnske05,2016,2,NYN,NL,OF,9,4,131,8,0,0,0,,,,,
johnske05,2016,2,NYN,NL,SS,1,0,9,1,0,0,0,,,,,
johnsmi04,2016,1,LAN,NL,2B,3,0,12,2,0,0,0,,,,,
johnsmi04,2016,1,LAN,NL,OF,1,0,3,0,0,0,0,,,,,
johnsst02,2016,1,SEA,AL,P,16,0,50,1,1,0,0,,,,,
jonesad01,2016,1,BAL,AL,OF,152,150,3900,349,4,2,1,,,,,
jonesja07,2016,1,DET,AL,3B,6,4,102,1,6,0,0,,,,,
jonesja07,2016,1,DET,AL,OF,5,3,84,8,0,0,0,,,,,
jonesna01,2016,1,CHA,AL,P,71,0,212,3,13,1,0,,,,,
josepca01,2016,1,BAL,AL,1B,2,0,6,1,0,0,0,,,,,
josepca01,2016,1,BAL,AL,C,48,40,1066,322,24,2,4,2,,22,10,
josepto01,2016,1,PHI,NL,1B,97,74,2044,612,36,7,69,,,,,
joycema01,2016,1,PIT,NL,OF,66,44,1208,81,1,0,0,,,,,
judgeaa01,2016,1,NYA,AL,OF,27,24,648,35,2,1,0,,,,,
jungmta01,2016,1,MIL,NL,P,8,6,80,3,4,0,0,,,,,
kahnlto01,2016,1,CHA,AL,P,29,0,82,6,4,0,0,,,,,
kalisry01,2016,1,CHN,NL,OF,3,1,39,3,0,0,0,,,,,
kangju01,2016,1,PIT,NL,3B,92,83,2185,49,191,17,20,,,,,
karnsna01,2016,1,SEA,AL,P,22,15,283,8,5,2,0,,,,,
kawasmu01,2016,1,CHN,NL,2B,10,4,150,10,14,1,6,,,,,
kawasmu01,2016,1,CHN,NL,3B,1,0,3,0,0,0,0,,,,,
kazmisc01,2016,1,LAN,NL,P,26,26,409,6,16,0,0,,,,,
kelake01,2016,1,TEX,AL,P,35,0,102,2,3,0,0,,,,,
kellesh01,2016,1,WAS,NL,P,67,0,174,2,2,0,0,,,,,
kellyca01,2016,1,ATL,NL,P,10,1,65,4,4,0,1,,,,,
kellyca02,2016,1,SLN,NL,C,10,2,108,30,2,0,0,0,,0,0,
kellydo01,2016,1,MIA,NL,1B,12,6,203,63,9,0,5,,,,,
kellyjo05,2016,1,BOS,AL,P,20,6,120,2,3,1,0,,,,,
kellyty01,2016,1,NYN,NL,1B,1,0,6,3,0,0,0,,,,,
kellyty01,2016,1,NYN,NL,2B,2,0,12,0,0,0,0,,,,,
kellyty01,2016,1,NYN,NL,3B,10,5,173,4,11,0,0,,,,,
kellyty01,2016,1,NYN,NL,OF,10,5,159,9,3,0,1,,,,,
kempma01,2016,1,SDN,NL,OF,97,97,2482,165,8,2,2,,,,,
kempma01,2016,2,ATL,NL,OF,54,54,1397,110,1,1,1,,,,,
kempto01,2016,1,HOU,AL,2B,5,1,54,2,5,1,1,,,,,
kempto01,2016,1,HOU,AL,OF,39,24,696,34,2,1,0,,,,,
kendrho01,2016,1,LAN,NL,1B,11,7,209,56,3,1,6,,,,,
kendrho01,2016,1,LAN,NL,2B,32,23,631,32,57,3,11,,,,,
kendrho01,2016,1,LAN,NL,3B,17,14,378,5,26,1,2,,,,,
kendrho01,2016,1,LAN,NL,OF,94,79,2026,131,5,0,0,,,,,
kenneia01,2016,1,KCA,AL,P,33,33,587,9,8,0,2,,,,,
kensilo01,2016,1,DET,AL,P,3,0,14,2,0,0,2,,,,,
keplema01,2016,1,MIN,AL,1B,2,0,12,5,0,0,0,,,,,
keplema01,2016,1,MIN,AL,OF,112,101,2785,224,9,7,4,,,,,
kershcl01,2016,1,LAN,NL,P,21,21,447,2,15,1,0,,,,,
keuchda01,2016,1,HOU,AL,P,26,26,504,5,27,0,2,,,,,
kiekhde01,2016,1,SLN,NL,P,26,0,66,2,3,0,0,,,,,
kiermke01,2016,1,TBA,AL,OF,104,102,2617,264,7,2,1,,,,,
kimbrcr01,2016,1,BOS,AL,P,57,0,159,0,2,0,0,,,,,
kimhy01,2016,1,BAL,AL,OF,91,78,1995,110,4,0,0,,,,,
kinslia01,2016,1,DET,AL,2B,151,149,3897,303,432,9,109,,,,,
kintzbr01,2016,1,MIN,AL,P,54,0,163,5,15,0,0,,,,,
kipnija01,2016,1,CLE,AL,2B,151,151,3928,198,422,12,70,,,,,
kirkmmi01,2016,1,SDN,NL,P,1,0,4,0,0,0,0,,,,,
kirkmmi01,2016,2,MIL,NL,P,1,0,3,0,0,0,0,,,,,
kivlepa01,2016,1,SDN,NL,OF,5,5,128,12,0,2,0,,,,,
kivlepa01,2016,2,CIN,NL,OF,2,1,18,2,0,0,0,,,,,
kleinph01,2016,1,TEX,AL,P,8,0,26,0,0,0,0,,,,,
kleinph01,2016,2,PHI,NL,P,4,2,32,2,1,0,1,,,,,
klubeco01,2016,1,CLE,AL,P,32,32,645,19,17,1,1,,,,,
knebeco01,2016,1,MIL,NL,P,35,0,98,1,4,1,0,,,,,
kochma01,2016,1,ARI,NL,P,7,2,54,0,0,0,0,,,,,
koehlto01,2016,1,MIA,NL,P,33,33,530,4,12,1,0,,,,,
kontoge01,2016,1,SFN,NL,P,57,0,160,6,8,0,1,,,,,
kratzer01,2016,1,HOU,AL,C,13,9,249,64,7,1,0,0,,4,4,
kratzer01,2016,1,HOU,AL,P,1,0,3,0,0,0,0,,,,,
kratzer01,2016,2,PIT,NL,1B,1,0,1,1,0,0,0,,,,,
kratzer01,2016,2,PIT,NL,C,17,15,417,109,8,1,1,2,,5,4,
kratzer01,2016,2,PIT,NL,P,1,0,3,1,0,0,0,,,,,
krolia01,2016,1,ATL,NL,P,63,0,153,5,10,1,2,,,,,
kuhlch01,2016,1,PIT,NL,P,14,14,212,7,12,0,1,,,,,
lackejo01,2016,1,CHN,NL,P,29,29,565,13,19,0,1,,,,,
ladenty01,2016,1,OAK,AL,2B,30,11,356,32,44,1,8,,,,,
ladenty01,2016,1,OAK,AL,3B,3,2,54,2,7,0,0,,,,,
ladenty01,2016,1,OAK,AL,OF,2,0,4,0,0,0,0,,,,,
ladenty01,2016,1,OAK,AL,P,1,0,3,0,0,0,0,,,,,
lagarju01,2016,1,NYN,NL,OF,71,31,1033,100,1,1,0,,,,,
lakeju01,2016,1,TOR,AL,1B,1,0,15,3,0,0,2,,,,,
lakeju01,2016,1,TOR,AL,OF,19,10,279,16,0,1,0,,,,,
lallibl01,2016,1,ATL,NL,1B,4,1,42,10,0,0,5,,,,,
lamarry01,2016,1,BOS,AL,OF,3,1,42,3,0,0,0,,,,,
lamarry01,2016,1,BOS,AL,P,1,0,3,0,0,0,0,,,,,
lambja01,2016,1,ARI,NL,3B,142,132,3559,92,251,20,13,,,,,
lambjo02,2016,1,CIN,NL,P,14,14,210,0,10,0,0,,,,,
lasteto01,2016,1,CHN,NL,2B,9,7,150,11,9,1,2,,,,,
lasteto01,2016,1,CHN,NL,3B,33,24,623,12,32,4,4,,,,,
latosma01,2016,1,CHA,AL,P,11,11,181,2,9,0,1,,,,,
latosma01,2016,2,WAS,NL,P,6,1,29,1,1,0,0,,,,,
lawde01,2016,1,SFN,NL,P,61,0,165,3,9,0,1,,,,,
lawribr01,2016,1,CHA,AL,2B,92,92,2453,157,242,9,59,,,,,
layneto01,2016,1,BOS,AL,P,34,0,86,3,5,1,1,,,,,
layneto01,2016,2,NYA,AL,P,29,0,48,4,3,0,0,,,,,
leakemi01,2016,1,SLN,NL,P,30,30,530,24,37,4,5,,,,,
leblawa01,2016,1,SEA,AL,P,11,8,150,2,2,0,0,,,,,
leblawa01,2016,2,PIT,NL,P,8,0,36,0,1,0,0,,,,,
leclejo01,2016,1,TEX,AL,P,12,0,45,0,2,0,0,,,,,
leeda02,2016,1,SEA,AL,1B,84,70,1866,554,28,2,68,,,,,
lemahdj01,2016,1,COL,NL,2B,146,144,3728,276,422,6,91,,,,,
leonar01,2016,1,TOR,AL,P,2,0,7,0,0,0,0,,,,,
leonedo01,2016,1,ARI,NL,P,25,0,81,1,0,1,1,,,,,
leonsa01,2016,1,BOS,AL,C,74,67,1801,561,35,1,6,7,,20,14,
lestejo01,2016,1,CHN,NL,P,32,32,608,18,17,0,1,,,,,
lewisco01,2016,1,TEX,AL,P,19,19,349,1,7,1,0,,,,,
liberad01,2016,1,LAN,NL,P,58,0,128,3,4,0,0,,,,,
lightpa01,2016,1,BOS,AL,P,2,0,8,0,0,0,0,,,,,
lightpa01,2016,2,MIN,AL,P,15,0,42,2,5,0,1,,,,,
linceti01,2016,1,LAA,AL,P,9,9,115,1,4,0,0,,,,,
lindad01,2016,1,SEA,AL,1B,101,88,2391,731,50,5,75,,,,,
lindofr01,2016,1,CLE,AL,SS,155,153,4094,215,447,12,83,,,,,
liriafr01,2016,1,PIT,NL,P,21,21,341,2,18,2,2,,,,,
liriafr01,2016,2,TOR,AL,P,10,8,148,0,3,2,1,,,,,
lobatjo01,2016,1,WAS,NL,C,38,32,833,293,16,1,1,6,,18,7,
lobstky01,2016,1,PIT,NL,P,14,0,75,1,4,0,0,,,,,
lockeje01,2016,1,PIT,NL,P,30,19,382,2,18,2,1,,,,,
loewead01,2016,1,ARI,NL,P,8,0,18,0,0,0,0,,,,,
loganbo02,2016,1,COL,NL,P,66,0,139,0,9,1,1,,,,,
lohseky01,2016,1,TEX,AL,P,2,2,28,3,0,0,0,,,,,
loneyja01,2016,1,NYN,NL,1B,97,88,2352,664,62,8,72,,,,,
longoev01,2016,1,TBA,AL,3B,152,152,3948,103,254,9,30,,,,,
lopezja02,2016,1,SFN,NL,P,68,0,80,1,7,0,2,,,,,
lopezra02,2016,1,CIN,NL,1B,1,0,2,1,0,0,0,,,,,
lopezra02,2016,1,CIN,NL,C,4,1,30,8,1,0,0,0,,1,0,
lopezre01,2016,1,WAS,NL,P,11,6,132,0,6,0,0,,,,,
lorenmi01,2016,1,CIN,NL,P,35,0,150,10,5,1,0,,,,,
loughda01,2016,1,PHI,NL,OF,23,17,498,38,1,0,0,,,,,
loupaa01,2016,1,TOR,AL,P,21,0,43,0,5,0,1,,,,,
lowema01,2016,1,DET,AL,P,54,0,148,2,4,0,0,,,,,
lowrije01,2016,1,OAK,AL,2B,82,80,2125,141,235,6,60,,,,,
lowrije01,2016,1,OAK,AL,SS,2,0,9,0,1,0,0,,,,,
lucrojo01,2016,1,MIL,NL,1B,6,5,123,40,0,0,2,,,,,
lucrojo01,2016,1,MIL,NL,C,82,79,2089,574,53,6,5,5,,48,32,
lucrojo01,2016,2,TEX,AL,C,44,42,1101,344,22,0,4,3,,21,12,
luebkco01,2016,1,PIT,NL,P,9,0,26,0,1,0,0,,,,,
lugose01,2016,1,NYN,NL,P,17,8,192,2,10,0,1,,,,,
lylesjo01,2016,1,COL,NL,P,40,5,176,4,5,1,1,,,,,
lyonsty01,2016,1,SLN,NL,P,30,0,144,2,4,0,1,,,,,
machadi01,2016,1,DET,AL,2B,2,0,6,0,0,0,0,,,,,
machadi01,2016,1,DET,AL,SS,6,3,90,5,12,0,1,,,,,
machama01,2016,1,BAL,AL,3B,114,114,2994,86,236,7,26,,,,,
machama01,2016,1,BAL,AL,SS,45,43,1140,76,125,6,33,,,,,
madsory01,2016,1,OAK,AL,P,63,0,194,3,10,0,1,,,,,
maedake01,2016,1,LAN,NL,P,32,32,527,17,24,3,4,,,,,
magilma01,2016,1,CIN,NL,P,5,0,13,0,2,0,1,,,,,
magnida01,2016,1,MIL,NL,P,3,0,9,0,0,0,0,,,,,
mahlegr01,2016,1,LAA,AL,P,24,0,55,0,4,0,0,,,,,
mahtomi01,2016,1,TBA,AL,OF,61,50,1334,106,3,0,1,,,,,
mailelu01,2016,1,TBA,AL,1B,4,0,42,12,1,0,1,,,,,
mailelu01,2016,1,TBA,AL,C,37,34,903,278,27,3,1,4,,18,7,
maldoma01,2016,1,MIL,NL,C,69,63,1677,486,39,7,3,3,,30,20,
manaese01,2016,1,OAK,AL,P,25,24,434,5,12,1,0,,,,,
manesse01,2016,1,SLN,NL,P,29,0,95,4,6,2,0,,,,,
manshje01,2016,1,CLE,AL,P,53,0,130,1,2,0,1,,,,,
mantijo01,2016,1,DET,AL,P,5,0,8,0,1,0,0,,,,,
margoma01,2016,1,SDN,NL,OF,10,8,215,31,0,0,0,,,,,
marinjh01,2016,1,TBA,AL,P,3,0,11,0,1,0,0,,,,,
marinjh01,2016,2,MIL,NL,P,43,0,176,2,11,0,0,,,,,
mariomi01,2016,1,PHI,NL,P,25,0,65,1,3,0,0,,,,,
marisja01,2016,1,HOU,AL,OF,105,85,2369,203,9,1,1,,,,,
markani01,2016,1,ATL,NL,1B,1,1,30,10,0,0,0,,,,,
markani01,2016,1,ATL,NL,OF,150,149,4017,311,5,4,2,,,,,
marksju01,2016,1,TBA,AL,P,4,0,27,0,2,0,0,,,,,
marksma01,2016,1,ATL,NL,P,4,0,10,0,0,0,0,,,,,
marquge01,2016,1,COL,NL,P,6,3,62,1,3,0,0,,,,,
marrede01,2016,1,BOS,AL,2B,6,2,54,2,5,1,1,,,,,
marrede01,2016,1,BOS,AL,3B,4,1,51,0,5,0,0,,,,,
marrede01,2016,1,BOS,AL,SS,4,0,21,1,0,0,0,,,,,
marshev01,2016,1,ARI,NL,P,15,0,46,0,3,0,0,,,,,
marteje01,2016,1,LAA,AL,1B,29,25,615,169,14,2,18,,,,,
marteje01,2016,1,LAA,AL,3B,22,19,480,10,34,2,2,,,,,
marteje01,2016,1,LAA,AL,OF,27,22,516,39,2,1,0,,,,,
marteke01,2016,1,SEA,AL,SS,119,116,3098,140,315,21,69,,,,,
marteke02,2016,1,PIT,NL,P,2,0,10,0,0,0,0,,,,,
martest01,2016,1,PIT,NL,OF,123,120,3189,196,17,4,2,,,,,
martica04,2016,1,SLN,NL,P,31,31,586,25,17,3,3,,,,,
martico01,2016,1,SEA,AL,P,9,2,77,0,2,0,0,,,,,
martijd02,2016,1,DET,AL,OF,118,118,3082,201,3,6,0,,,,,
martijo08,2016,1,SLN,NL,1B,1,0,6,4,0,0,0,,,,,
martijo08,2016,1,SLN,NL,OF,4,2,66,2,0,0,0,,,,,
martile01,2016,1,SEA,AL,OF,143,142,3825,353,11,3,3,,,,,
martimi02,2016,1,CLE,AL,2B,7,2,84,4,3,1,0,,,,,
martimi02,2016,1,CLE,AL,3B,2,1,42,0,3,2,1,,,,,
martimi02,2016,1,CLE,AL,OF,21,9,315,17,2,0,2,,,,,
martimi02,2016,2,BOS,AL,OF,2,1,39,5,0,0,0,,,,,
martimi02,2016,2,BOS,AL,SS,1,0,6,0,0,0,0,,,,,
martimi02,2016,3,CLE,AL,2B,14,5,177,15,15,0,4,,,,,
martimi02,2016,3,CLE,AL,OF,6,0,33,2,0,0,0,,,,,
martimi02,2016,3,CLE,AL,SS,5,4,102,6,11,1,3,,,,,
martini01,2016,1,TEX,AL,P,12,5,116,1,3,0,1,,,,,
martira04,2016,1,WAS,NL,P,8,0,11,0,0,0,0,,,,,
martiru01,2016,1,TOR,AL,2B,1,0,6,0,1,0,0,,,,,
martiru01,2016,1,TOR,AL,3B,1,0,3,0,1,0,0,,,,,
martiru01,2016,1,TOR,AL,C,127,119,3208,989,55,4,3,9,,61,11,
martivi01,2016,1,DET,AL,1B,5,5,132,36,0,0,4,,,,,
mastrda01,2016,1,MIN,AL,OF,6,3,87,4,0,0,0,,,,,
mathije01,2016,1,MIA,NL,C,38,36,930,304,32,3,3,1,,23,10,
matusbr01,2016,1,BAL,AL,P,7,0,18,0,0,0,0,,,,,
matusbr01,2016,2,CHN,NL,P,1,1,9,0,1,0,0,,,,,
matzst01,2016,1,NYN,NL,P,22,22,397,4,27,1,3,,,,,
mauerjo01,2016,1,MIN,AL,1B,95,92,2495,811,53,2,91,,,,,
maurebr01,2016,1,SDN,NL,P,71,0,209,4,7,1,0,,,,,
maxwebr01,2016,1,OAK,AL,C,29,25,645,178,9,1,1,0,,8,0,
maybica01,2016,1,DET,AL,OF,91,89,2326,223,0,4,0,,,,,
mayermi01,2016,1,SLN,NL,P,4,1,16,0,0,0,0,,,,,
maytr01,2016,1,MIN,AL,P,44,0,128,1,0,1,0,,,,,
mazarno01,2016,1,TEX,AL,OF,143,130,3508,300,7,2,2,,,,,
mazzavi01,2016,1,SFN,NL,P,2,0,3,0,0,0,0,,,,,
mcallza01,2016,1,CLE,AL,P,53,2,157,5,3,0,0,,,,,
mcbrima02,2016,1,OAK,AL,1B,1,0,3,2,0,0,0,,,,,
mcbrima02,2016,1,OAK,AL,C,16,11,292,81,5,0,0,3,,8,1,
mcbrima02,2016,1,OAK,AL,OF,1,0,3,0,0,0,0,,,,,
mccanbr01,2016,1,NYA,AL,1B,3,0,15,5,0,0,0,,,,,
mccanbr01,2016,1,NYA,AL,C,92,86,2271,773,36,4,4,6,,47,14,
mccanja02,2016,1,DET,AL,C,99,96,2531,756,44,4,9,4,,33,27,
mccarbr01,2016,1,LAN,NL,P,10,9,120,2,6,0,0,,,,,
mccarke01,2016,1,KCA,AL,P,10,0,25,1,2,0,0,,,,,
mcculla02,2016,1,HOU,AL,P,14,14,243,9,10,0,4,,,,,
mccutan01,2016,1,PIT,NL,OF,151,151,3954,317,6,3,0,,,,,
mcfartj01,2016,1,BAL,AL,P,16,0,74,0,3,0,0,,,,,
mcgeeja01,2016,1,COL,NL,P,57,0,137,4,1,0,0,,,,,
mcgehca01,2016,1,DET,AL,1B,1,0,3,3,0,0,0,,,,,
mcgehca01,2016,1,DET,AL,3B,27,23,633,14,35,0,2,,,,,
mcgowdu01,2016,1,MIA,NL,P,55,0,201,4,5,1,0,,,,,
mchugco01,2016,1,HOU,AL,P,33,33,554,11,19,0,2,,,,,
medlekr01,2016,1,KCA,AL,P,6,6,73,2,2,0,1,,,,,
mejiaad01,2016,1,MIN,AL,P,1,0,7,0,2,0,0,,,,,
melanma01,2016,1,PIT,NL,P,45,0,125,6,5,0,0,,,,,
melanma01,2016,2,WAS,NL,P,30,0,89,4,2,0,1,,,,,
melviti01,2016,1,CIN,NL,P,3,2,27,0,3,0,0,,,,,
mendeyo01,2016,1,TEX,AL,P,2,0,9,0,0,0,0,,,,,
mengdda01,2016,1,OAK,AL,P,14,14,216,2,7,0,0,,,,,
mercejo03,2016,1,PIT,NL,SS,146,142,3736,187,411,9,95,,,,,
merriry01,2016,1,CLE,AL,P,4,1,33,0,3,0,1,,,,,
merriwh01,2016,1,KCA,AL,1B,1,1,27,9,0,0,1,,,,,
merriwh01,2016,1,KCA,AL,2B,65,55,1508,92,156,4,39,,,,,
merriwh01,2016,1,KCA,AL,3B,5,3,90,1,8,1,2,,,,,
merriwh01,2016,1,KCA,AL,OF,16,14,354,28,3,0,2,,,,,
mesorde01,2016,1,CIN,NL,C,13,13,339,92,6,1,1,2,,8,3,
meyeral01,2016,1,MIN,AL,P,2,1,11,0,0,0,0,,,,,
meyeral01,2016,2,LAA,AL,P,5,5,65,1,1,0,0,,,,,
middlwi01,2016,1,MIL,NL,3B,8,8,188,6,19,0,3,,,,,
mileywa01,2016,1,SEA,AL,P,19,19,336,2,13,0,0,,,,,
mileywa01,2016,2,BAL,AL,P,11,11,162,0,8,0,0,,,,,
millean01,2016,1,NYA,AL,P,44,0,136,2,1,0,0,,,,,
millean01,2016,2,CLE,AL,P,26,0,87,2,1,0,0,,,,,
millebr02,2016,1,TBA,AL,1B,39,36,909,277,12,4,17,,,,,
millebr02,2016,1,TBA,AL,OF,1,1,18,0,0,1,0,,,,,
millebr02,2016,1,TBA,AL,SS,105,96,2562,132,215,14,45,,,,,
milleju02,2016,1,COL,NL,P,40,0,128,3,2,0,0,,,,,
millemi01,2016,1,BOS,AL,2B,1,0,3,0,0,0,0,,,,,
millesh01,2016,1,ARI,NL,OF,1,0,3,0,0,0,0,,,,,
millesh01,2016,1,ARI,NL,P,20,20,303,6,5,0,1,,,,,
millsal02,2016,1,KCA,AL,P,3,0,10,1,1,0,0,,,,,
milonto01,2016,1,MIN,AL,P,19,12,208,3,12,0,0,,,,,
minayju01,2016,1,CHA,AL,P,11,0,31,0,0,0,0,,,,,
miranar01,2016,1,BAL,AL,P,1,0,6,0,0,1,0,,,,,
miranar01,2016,2,SEA,AL,P,11,10,168,3,1,0,0,,,,,
mitchbr01,2016,1,NYA,AL,P,5,5,75,0,1,0,0,,,,,
molinya01,2016,1,SLN,NL,1B,2,1,21,10,1,0,0,,,,,
molinya01,2016,1,SLN,NL,C,146,142,3655,1113,60,2,5,8,,67,18,
molledu01,2016,1,DET,AL,P,4,0,25,1,2,0,0,,,,,
moncayo01,2016,1,BOS,AL,3B,5,4,105,2,12,1,0,,,,,
mondera02,2016,1,KCA,AL,2B,42,40,1064,75,96,3,23,,,,,
mondera02,2016,1,KCA,AL,SS,7,0,57,3,5,1,1,,,,,
montemi01,2016,1,CHN,NL,C,71,64,1675,550,37,7,2,4,,59,7,
montemi01,2016,1,CHN,NL,P,1,0,4,0,0,0,0,,,,,
montera01,2016,1,NYN,NL,P,9,3,57,0,2,0,0,,,,,
montgmi01,2016,1,SEA,AL,P,32,2,185,3,3,2,0,,,,,
montgmi01,2016,2,CHN,NL,P,17,5,115,3,6,0,0,,,,,
mooread01,2016,1,CLE,AL,C,9,1,64,21,2,1,1,0,,2,2,
moorema02,2016,1,TBA,AL,P,21,21,390,7,15,1,2,,,,,
moorema02,2016,2,SFN,NL,P,12,12,205,1,3,1,0,,,,,
moralfr01,2016,1,TOR,AL,P,5,0,12,0,1,0,0,,,,,
moralke01,2016,1,KCA,AL,1B,7,6,159,46,3,0,4,,,,,
moralke01,2016,1,KCA,AL,OF,5,5,111,8,0,0,0,,,,,
moranco01,2016,1,HOU,AL,3B,8,6,174,5,13,1,1,,,,,
morelmi01,2016,1,TEX,AL,1B,139,118,3242,1036,65,2,138,,,,,
morgaad01,2016,1,PHI,NL,P,23,21,340,5,17,4,1,,,,,
morimsh01,2016,1,CLE,AL,P,2,0,14,1,0,0,0,,,,,
morinmi01,2016,1,LAA,AL,P,60,0,167,5,10,0,1,,,,,
morriaj01,2016,1,CIN,NL,P,7,0,30,0,3,0,0,,,,,
morribr01,2016,1,MIA,NL,P,24,0,53,0,2,0,0,,,,,
morrilo01,2016,1,TBA,AL,1B,83,78,2056,566,42,4,63,,,,,
morrobr01,2016,1,SDN,NL,P,18,0,48,0,2,0,0,,,,,
morsemi01,2016,1,PIT,NL,1B,1,1,24,5,0,0,1,,,,,
mortoch02,2016,1,PHI,NL,P,4,4,52,1,2,0,0,,,,,
moscojo01,2016,1,CIN,NL,P,5,5,64,1,1,1,0,,,,,
mossbr01,2016,1,SLN,NL,1B,64,40,1191,401,26,4,49,,,,,
mossbr01,2016,1,SLN,NL,OF,72,61,1522,95,4,0,2,,,,,
motteja01,2016,1,COL,NL,P,30,0,71,1,5,0,1,,,,,
motteta01,2016,1,TBA,AL,1B,1,1,24,4,1,0,0,,,,,
motteta01,2016,1,TBA,AL,2B,6,4,117,6,18,1,4,,,,,
motteta01,2016,1,TBA,AL,3B,4,3,84,2,11,0,4,,,,,
motteta01,2016,1,TBA,AL,OF,13,6,203,15,1,0,0,,,,,
motteta01,2016,1,TBA,AL,P,1,0,1,0,0,0,0,,,,,
motteta01,2016,1,TBA,AL,SS,9,7,172,3,15,1,4,,,,,
moustmi01,2016,1,KCA,AL,3B,26,26,663,29,40,2,4,,,,,
moyast01,2016,1,DET,AL,OF,26,24,580,38,4,3,2,,,,,
moylape01,2016,1,KCA,AL,P,50,0,134,2,10,3,3,,,,,
mulleco01,2016,1,NYA,AL,P,3,0,9,0,0,0,0,,,,,
