playerID,yearID,stint,teamID,lgID,POS,G,GS,InnOuts,PO,A,E,DP,PB,WP,SB,CS,ZR
muncyma01,2016,1,OAK,AL,2B,21,19,477,24,51,0,9,,,,,
muncyma01,2016,1,OAK,AL,3B,1,1,27,0,3,1,1,,,,,
muncyma01,2016,1,OAK,AL,OF,21,13,351,29,1,0,0,,,,,
murphda08,2016,1,WAS,NL,1B,21,17,455,134,16,1,14,,,,,
murphda08,2016,1,WAS,NL,2B,117,115,3049,194,265,9,76,,,,,
murphda08,2016,1,WAS,NL,3B,1,1,27,1,1,1,0,,,,,
murphjr01,2016,1,MIN,AL,C,25,23,622,187,12,1,0,3,,8,5,
murphto04,2016,1,COL,NL,C,12,9,245,89,7,2,1,2,,6,4,
murraco01,2016,1,PHI,NL,P,24,0,95,2,2,0,0,,,,,
musgrjo01,2016,1,HOU,AL,P,11,10,186,10,8,0,2,,,,,
myerswi01,2016,1,SDN,NL,1B,149,147,3882,1246,76,3,139,,,,,
myerswi01,2016,1,SDN,NL,3B,1,0,3,0,0,0,0,,,,,
myerswi01,2016,1,SDN,NL,OF,10,6,165,15,0,0,0,,,,,
napolmi01,2016,1,CLE,AL,1B,98,98,2578,831,52,13,64,,,,,
naquity01,2016,1,CLE,AL,OF,109,92,2462,183,6,2,0,,,,,
narvaom01,2016,1,CHA,AL,C,34,30,807,253,11,2,0,1,,23,2,
narvech01,2016,1,MIA,NL,P,6,0,25,0,1,0,0,,,,,
nathajo01,2016,1,CHN,NL,P,3,0,6,0,0,0,0,,,,,
nathajo01,2016,2,SFN,NL,P,7,0,13,1,0,0,0,,,,,
navada01,2016,1,LAA,AL,OF,37,32,732,62,3,0,0,,,,,
navada01,2016,2,KCA,AL,1B,6,1,66,17,2,0,2,,,,,
navardi01,2016,1,CHA,AL,C,83,75,2039,584,36,8,2,3,,39,10,
navardi01,2016,2,TOR,AL,C,7,5,141,49,4,1,0,3,,5,3,
nealza01,2016,1,OAK,AL,P,24,6,210,3,14,0,0,,,,,
nelsoji02,2016,1,MIL,NL,P,32,32,538,8,26,5,1,,,,,
nerishe01,2016,1,PHI,NL,P,79,0,241,7,7,0,0,,,,,
neshepa01,2016,1,HOU,AL,P,60,0,141,2,6,1,0,,,,,
nicasju01,2016,1,PIT,NL,P,52,12,354,10,12,1,1,,,,,
nichobr01,2016,1,TEX,AL,C,15,10,309,96,5,0,2,2,,3,2,
nicolju01,2016,1,MIA,NL,P,18,13,238,3,15,1,1,,,,,
niesejo01,2016,1,PIT,NL,P,23,18,330,7,15,1,1,,,,,
niesejo01,2016,2,NYN,NL,P,6,2,33,0,1,0,0,,,,,
nieuwki01,2016,1,MIL,NL,OF,109,92,2440,190,8,3,1,,,,,
nimmobr01,2016,1,NYN,NL,OF,22,15,416,29,0,1,0,,,,,
nolaaa01,2016,1,PHI,NL,P,20,20,333,7,21,1,0,,,,,
nolasri01,2016,1,MIN,AL,P,21,21,374,6,17,1,1,,,,,
nolasri01,2016,2,LAA,AL,P,11,11,219,4,6,1,1,,,,,
noonani01,2016,1,SDN,NL,2B,2,1,30,1,4,0,0,,,,,
noonani01,2016,1,SDN,NL,SS,5,5,124,10,17,1,4,,,,,
norribu01,2016,1,ATL,NL,P,22,10,211,5,5,1,0,,,,,
norribu01,2016,2,LAN,NL,P,13,9,128,1,5,0,1,,,,,
norrida01,2016,1,DET,AL,P,14,13,208,4,4,1,0,,,,,
norride01,2016,1,SDN,NL,1B,3,0,18,7,0,0,0,,,,,
norride01,2016,1,SDN,NL,C,116,113,2949,875,58,9,5,8,,76,20,
novaiv01,2016,1,NYA,AL,P,21,15,292,4,6,1,1,,,,,
novaiv01,2016,2,PIT,NL,P,11,11,194,6,6,1,1,,,,,
nunezed02,2016,1,MIN,AL,2B,5,4,96,7,8,2,2,,,,,
nunezed02,2016,1,MIN,AL,3B,33,28,780,25,42,3,7,,,,,
nunezed02,2016,1,MIN,AL,SS,51,49,1302,54,137,6,33,,,,,
nunezed02,2016,2,SFN,NL,2B,1,0,3,1,1,0,1,,,,,
nunezed02,2016,2,SFN,NL,3B,48,44,1162,23,92,2,12,,,,,
nunezed02,2016,2,SFN,NL,SS,4,2,60,4,1,0,0,,,,,
nunovi01,2016,1,SEA,AL,P,55,0,176,2,4,0,0,,,,,
obergsc01,2016,1,COL,NL,P,24,0,78,1,3,0,0,,,,,
oberhbr01,2016,1,PHI,NL,P,26,0,151,1,8,2,1,,,,,
oberhbr01,2016,2,LAA,AL,P,11,2,60,0,0,0,0,,,,,
obriepe04,2016,1,ARI,NL,1B,1,0,3,0,1,0,0,,,,,
obriepe04,2016,1,ARI,NL,OF,16,13,318,17,0,1,0,,,,,
odayda01,2016,1,BAL,AL,P,34,0,93,1,1,0,0,,,,,
odorija01,2016,1,TBA,AL,P,33,33,563,11,14,2,2,,,,,
odorro01,2016,1,TEX,AL,2B,146,144,3813,283,428,22,129,,,,,
oflaher01,2016,1,ATL,NL,P,39,0,86,0,2,1,0,,,,,
ogandal01,2016,1,ATL,NL,P,36,0,96,1,3,0,0,,,,,
ogandne01,2016,1,MIA,NL,P,14,0,47,3,3,0,0,,,,,
ohlenro01,2016,1,CIN,NL,P,64,0,197,2,3,0,0,,,,,
ohse01,2016,1,SLN,NL,P,76,0,239,2,6,1,1,,,,,
okertst01,2016,1,SFN,NL,P,16,0,42,0,0,0,0,,,,,
olivehe01,2016,1,ATL,NL,OF,5,5,129,7,0,0,0,,,,,
olsonma02,2016,1,OAK,AL,1B,4,2,60,24,0,0,2,,,,,
olsonma02,2016,1,OAK,AL,OF,5,4,111,7,0,0,0,,,,,
olsonty01,2016,1,NYA,AL,P,1,0,8,0,1,0,0,,,,,
omallsh01,2016,1,SEA,AL,2B,12,3,143,8,13,1,2,,,,,
omallsh01,2016,1,SEA,AL,3B,7,3,94,5,6,0,0,,,,,
omallsh01,2016,1,SEA,AL,OF,34,14,474,33,1,0,0,,,,,
omallsh01,2016,1,SEA,AL,SS,36,29,823,45,85,2,19,,,,,
ondrulo01,2016,1,BAL,AL,P,7,0,19,0,2,0,0,,,,,
orlanpa01,2016,1,KCA,AL,OF,122,115,3135,235,6,4,2,,,,,
orourry01,2016,1,MIN,AL,P,26,0,75,3,2,0,0,,,,,
ortegra01,2016,1,LAA,AL,OF,59,47,1316,103,7,3,1,,,,,
ortizda01,2016,1,BOS,AL,1B,1,1,15,5,0,0,0,,,,,
osichjo01,2016,1,SFN,NL,P,59,0,109,2,9,1,0,,,,,
osullse01,2016,1,BOS,AL,P,5,4,64,0,2,1,0,,,,,
osunaro01,2016,1,TOR,AL,P,72,0,222,4,7,0,0,,,,,
oteroda01,2016,1,CLE,AL,P,62,0,212,7,14,0,3,,,,,
ottavad01,2016,1,COL,NL,P,34,0,81,3,0,0,0,,,,,
overtdi01,2016,1,OAK,AL,P,7,5,73,1,5,0,0,,,,,
owenshe02,2016,1,BOS,AL,P,5,5,66,0,0,0,0,,,,,
owingch01,2016,1,ARI,NL,2B,1,0,6,0,1,0,0,,,,,
owingch01,2016,1,ARI,NL,OF,49,47,1209,93,4,0,1,,,,,
owingch01,2016,1,ARI,NL,SS,70,65,1757,92,175,8,43,,,,,
ozunama01,2016,1,MIA,NL,OF,142,142,3705,310,8,5,0,,,,,
pachejo01,2016,1,CIN,NL,1B,3,1,36,7,0,0,0,,,,,
pachejo01,2016,1,CIN,NL,2B,3,2,52,2,7,0,1,,,,,
pachejo01,2016,1,CIN,NL,3B,4,4,93,2,1,0,0,,,,,
paganan01,2016,1,SFN,NL,OF,127,125,3249,230,5,6,2,,,,,
panikjo01,2016,1,SFN,NL,2B,126,118,3243,233,363,5,82,,,,,
papeljo01,2016,1,WAS,NL,P,37,0,105,0,1,0,0,,,,,
paredji01,2016,1,TOR,AL,2B,1,1,30,0,2,1,0,,,,,
paredji01,2016,1,TOR,AL,3B,2,1,30,3,4,1,0,,,,,
paredji01,2016,1,TOR,AL,OF,1,0,9,0,0,0,0,,,,,
paredji01,2016,2,PHI,NL,2B,1,0,9,1,0,0,0,,,,,
paredji01,2016,2,PHI,NL,OF,36,25,702,55,2,1,1,,,,,
parkby01,2016,1,MIN,AL,1B,24,25,620,189,17,1,25,,,,,
parkebl01,2016,1,SEA,AL,P,1,0,3,1,0,0,0,,,,,
parkebl01,2016,2,NYA,AL,P,16,0,49,1,0,0,0,,,,,
parkeja03,2016,1,SFN,NL,OF,37,27,771,53,1,0,0,,,,,
parmech01,2016,1,NYA,AL,1B,6,2,66,21,4,0,0,,,,,
parnebo01,2016,1,DET,AL,P,6,0,16,1,1,0,1,,,,,
parrage01,2016,1,COL,NL,1B,19,16,404,120,7,0,11,,,,,
parrage01,2016,1,COL,NL,OF,79,71,1923,116,9,5,0,,,,,
partccu01,2016,1,PIT,NL,P,2,0,2,0,0,0,0,,,,,
pattejo03,2016,1,COL,NL,1B,2,2,60,22,1,0,0,,,,,
pattejo03,2016,1,COL,NL,OF,6,1,48,4,0,0,0,,,,,
pattosp01,2016,1,CHN,NL,OF,1,0,1,0,0,0,0,,,,,
pattosp01,2016,1,CHN,NL,P,16,0,64,2,0,0,0,,,,,
paulida01,2016,1,HOU,AL,P,3,1,21,1,1,0,1,,,,,
paulsbe01,2016,1,COL,NL,1B,23,18,457,145,5,1,10,,,,,
paulsbe01,2016,1,COL,NL,OF,7,3,92,8,0,0,0,,,,,
paxtoja01,2016,1,SEA,AL,P,20,20,363,0,12,3,1,,,,,
pazosja01,2016,1,NYA,AL,P,7,0,10,0,2,0,1,,,,,
peacobr01,2016,1,HOU,AL,P,10,5,95,2,2,0,0,,,,,
pearcst01,2016,1,TBA,AL,1B,30,27,702,202,19,3,22,,,,,
pearcst01,2016,1,TBA,AL,2B,14,14,357,21,38,1,9,,,,,
pearcst01,2016,1,TBA,AL,3B,2,1,38,1,1,0,0,,,,,
pearcst01,2016,2,BAL,AL,1B,10,4,132,42,3,0,4,,,,,
pearcst01,2016,2,BAL,AL,2B,1,0,6,2,2,0,1,,,,,
pearcst01,2016,2,BAL,AL,OF,12,12,252,12,1,0,0,,,,,
peavyja01,2016,1,SFN,NL,P,31,21,356,4,9,1,0,,,,,
pederjo01,2016,1,LAN,NL,OF,132,114,3096,258,3,2,0,,,,,
pedrodu01,2016,1,BOS,AL,2B,152,151,3878,245,362,6,98,,,,,
pelfrmi01,2016,1,DET,AL,P,24,22,357,11,15,0,1,,,,,
penaar01,2016,1,MIL,NL,P,1,0,5,0,0,0,0,,,,,
penabr01,2016,1,SLN,NL,1B,1,0,3,2,0,0,0,,,,,
penabr01,2016,1,SLN,NL,C,3,2,57,13,1,1,0,1,,4,0,
penafe01,2016,1,CHN,NL,P,11,0,27,0,0,0,0,,,,,
penafr01,2016,1,BAL,AL,C,14,11,289,76,5,0,1,1,,4,4,
penara02,2016,1,SFN,NL,2B,17,13,330,16,35,3,8,,,,,
penara02,2016,1,SFN,NL,3B,12,5,148,5,11,2,2,,,,,
penara02,2016,1,SFN,NL,SS,4,2,69,4,7,0,2,,,,,
pencehu01,2016,1,SFN,NL,OF,102,102,2725,193,7,0,0,,,,,
pennicl01,2016,1,LAA,AL,1B,3,0,12,2,1,0,1,,,,,
pennicl01,2016,1,LAA,AL,2B,58,33,1005,66,98,1,27,,,,,
pennicl01,2016,1,LAA,AL,3B,1,0,3,1,0,0,0,,,,,
pennicl01,2016,1,LAA,AL,SS,17,10,325,25,34,1,8,,,,,
peralda01,2016,1,ARI,NL,OF,48,40,1155,99,0,0,1,,,,,
peraljh01,2016,1,SLN,NL,3B,67,67,1711,39,125,4,15,,,,,
peraljh01,2016,1,SLN,NL,SS,7,7,170,11,18,0,6,,,,,
peraljo01,2016,1,SEA,AL,P,26,0,70,1,2,0,0,,,,,
peraljo01,2016,2,CHN,NL,P,5,0,12,0,0,0,0,,,,,
peralwa01,2016,1,CIN,NL,P,10,0,22,1,2,0,0,,,,,
peralwi01,2016,1,MIL,NL,P,23,23,383,5,19,3,2,,,,,
perazjo01,2016,1,CIN,NL,2B,12,7,216,15,22,1,6,,,,,
perazjo01,2016,1,CIN,NL,OF,21,19,504,37,0,0,0,,,,,
perazjo01,2016,1,CIN,NL,SS,31,29,750,41,66,2,8,,,,,
perdolu02,2016,1,SDN,NL,P,35,20,440,12,18,3,1,,,,,
perezca02,2016,1,LAA,AL,1B,1,0,9,2,0,0,1,,,,,
perezca02,2016,1,LAA,AL,C,82,76,2011,571,43,3,7,4,,35,21,
perezhe01,2016,1,MIL,NL,1B,6,4,117,35,9,0,5,,,,,
perezhe01,2016,1,MIL,NL,2B,11,8,213,18,24,2,8,,,,,
perezhe01,2016,1,MIL,NL,3B,60,45,1233,29,96,9,9,,,,,
perezhe01,2016,1,MIL,NL,OF,46,38,993,94,1,2,0,,,,,
perezhe01,2016,1,MIL,NL,SS,3,1,54,1,5,0,0,,,,,
perezma02,2016,1,TEX,AL,P,33,33,596,9,25,1,3,,,,,
perezol01,2016,1,WAS,NL,P,64,0,120,3,3,0,1,,,,,
perezro02,2016,1,CLE,AL,C,61,53,1355,476,29,2,3,3,,13,13,
perezsa02,2016,1,KCA,AL,1B,1,0,9,3,0,0,0,,,,,
perezsa02,2016,1,KCA,AL,C,128,128,3317,989,77,4,4,5,,40,37,
perezwi01,2016,1,ATL,NL,P,11,11,161,6,7,0,0,,,,,
perezye01,2016,1,MIA,NL,2B,1,0,9,2,1,0,0,,,,,
perezye01,2016,1,MIA,NL,SS,2,0,7,1,1,0,0,,,,,
perkigl01,2016,1,MIN,AL,P,2,0,6,0,0,0,0,,,,,
peterja01,2016,1,ATL,NL,2B,87,77,2083,150,235,11,54,,,,,
peterja01,2016,1,ATL,NL,3B,1,1,30,0,0,0,0,,,,,
peterja01,2016,1,ATL,NL,OF,16,12,318,27,0,2,0,,,,,
petitgr01,2016,1,LAA,AL,2B,50,26,677,49,66,4,18,,,,,
petitgr01,2016,1,LAA,AL,3B,10,4,152,4,13,1,0,,,,,
petitgr01,2016,1,LAA,AL,OF,7,5,150,19,0,0,0,,,,,
petitgr01,2016,1,LAA,AL,SS,32,26,671,31,78,3,13,,,,,
petityu01,2016,1,WAS,NL,P,36,1,186,1,4,1,0,,,,,
petrija01,2016,1,CHA,AL,P,9,0,24,1,3,0,1,,,,,
phamth01,2016,1,SLN,NL,OF,66,36,1133,71,2,0,1,,,,,
phegljo01,2016,1,OAK,AL,C,25,23,599,164,13,0,1,3,,8,1,
phegljo01,2016,1,OAK,AL,P,1,0,2,0,0,0,0,,,,,
phelpda01,2016,1,MIA,NL,P,64,5,260,4,12,3,2,,,,,
phillbr01,2016,1,CIN,NL,2B,138,138,3531,249,345,14,89,,,,,
phillza01,2016,1,PIT,NL,P,8,0,20,0,0,0,0,,,,,
pierzaj01,2016,1,ATL,NL,C,64,59,1596,457,23,4,5,5,,43,14,
pillake01,2016,1,TOR,AL,OF,146,143,3879,337,6,6,2,,,,,
pinama01,2016,1,MIL,NL,C,17,16,423,105,15,1,1,0,,13,5,
pindebr01,2016,1,NYA,AL,P,1,0,3,0,0,0,0,,,,,
pindech01,2016,1,OAK,AL,2B,13,9,240,9,23,3,1,,,,,
pindech01,2016,1,OAK,AL,SS,7,3,105,6,10,0,3,,,,,
pinedmi01,2016,1,NYA,AL,P,32,32,527,9,22,2,1,,,,,
pireljo01,2016,1,SDN,NL,2B,12,9,233,10,16,1,4,,,,,
pireljo01,2016,1,SDN,NL,OF,1,1,18,0,0,0,0,,,,,
piscost01,2016,1,SLN,NL,1B,1,0,6,1,0,0,0,,,,,
piscost01,2016,1,SLN,NL,OF,150,145,3874,272,7,4,1,,,,,
plaweke01,2016,1,NYN,NL,C,45,38,1049,321,20,4,2,1,,31,10,
plouftr01,2016,1,MIN,AL,1B,13,13,339,106,10,1,10,,,,,
plouftr01,2016,1,MIN,AL,3B,63,60,1558,31,114,6,13,,,,,
plutkad01,2016,1,CLE,AL,P,2,0,11,0,1,0,0,,,,,
polangr01,2016,1,PIT,NL,OF,134,129,3391,246,10,6,4,,,,,
polanjo01,2016,1,MIN,AL,2B,5,5,129,9,14,1,3,,,,,
polanjo01,2016,1,MIN,AL,3B,9,9,231,2,17,3,2,,,,,
polanjo01,2016,1,MIN,AL,SS,47,45,1218,50,128,11,26,,,,,
polloaj01,2016,1,ARI,NL,OF,12,11,258,31,1,0,0,,,,,
pomerdr01,2016,1,SDN,NL,P,17,17,306,2,10,1,0,,,,,
pomerdr01,2016,2,BOS,AL,P,14,13,206,0,7,1,0,,,,,
pompeda01,2016,1,TOR,AL,OF,2,0,6,1,0,0,0,,,,,
porceri01,2016,1,BOS,AL,P,33,33,669,6,15,1,0,,,,,
poseybu01,2016,1,SFN,NL,1B,15,11,294,95,8,1,11,,,,,
poseybu01,2016,1,SFN,NL,C,123,122,3209,1003,65,3,8,2,,47,28,
poundbr01,2016,1,KCA,AL,P,13,0,38,0,1,0,0,,,,,
pradoma01,2016,1,MIA,NL,3B,150,146,3794,73,240,9,30,,,,,
preslal01,2016,1,MIL,NL,OF,28,25,668,55,1,1,0,,,,,
preslal01,2016,2,DET,AL,OF,2,1,30,5,0,0,0,,,,,
pressry01,2016,1,MIN,AL,P,72,0,226,3,10,1,1,,,,,
priceda01,2016,1,BOS,AL,P,35,35,690,5,22,0,2,,,,,
profaju01,2016,1,TEX,AL,1B,17,13,303,111,10,0,12,,,,,
profaju01,2016,1,TEX,AL,2B,19,15,417,35,55,2,14,,,,,
profaju01,2016,1,TEX,AL,3B,25,16,468,9,33,4,1,,,,,
profaju01,2016,1,TEX,AL,OF,14,8,225,11,1,0,0,,,,,
profaju01,2016,1,TEX,AL,SS,11,10,269,11,26,1,9,,,,,
puigya01,2016,1,LAN,NL,OF,95,81,2233,172,6,4,0,,,,,
pujolal01,2016,1,LAA,AL,1B,28,28,701,200,16,2,20,,,,,
purkema01,2016,1,CHA,AL,P,12,0,54,0,3,0,1,,,,,
putnaza01,2016,1,CHA,AL,P,25,0,82,0,2,0,1,,,,,
quackke01,2016,1,SDN,NL,P,60,0,179,1,4,0,0,,,,,
quallch01,2016,1,COL,NL,P,44,0,98,1,1,1,1,,,,,
quereju01,2016,1,TBA,AL,2B,2,2,48,2,2,0,0,,,,,
quereju01,2016,1,TBA,AL,3B,1,1,27,1,1,0,0,,,,,
quereju01,2016,1,TBA,AL,SS,1,0,6,0,0,0,0,,,,,
quinnro01,2016,1,PHI,NL,OF,15,14,375,33,1,1,0,,,,,
quintjo01,2016,1,CHA,AL,P,32,32,624,3,18,1,3,,,,,
raburry01,2016,1,COL,NL,1B,5,3,69,14,5,1,2,,,,,
raburry01,2016,1,COL,NL,OF,49,45,962,52,1,2,1,,,,,
ramiral03,2016,1,SDN,NL,OF,3,3,66,3,0,0,0,,,,,
ramiral03,2016,1,SDN,NL,SS,111,105,2792,152,283,14,76,,,,,
ramiral03,2016,2,TBA,AL,2B,1,1,24,1,1,0,0,,,,,
ramiral03,2016,2,TBA,AL,SS,16,14,387,10,34,0,8,,,,,
ramirer02,2016,1,TBA,AL,P,64,1,272,4,13,0,0,,,,,
ramirha01,2016,1,BOS,AL,1B,133,133,3435,1000,39,4,100,,,,,
ramirjc01,2016,1,CIN,NL,P,27,0,97,3,2,0,0,,,,,
ramirjc01,2016,2,LAA,AL,P,43,0,139,4,7,2,0,,,,,
ramirjo01,2016,1,CLE,AL,2B,9,3,113,5,10,1,1,,,,,
ramirjo01,2016,1,CLE,AL,3B,117,91,2597,54,174,5,16,,,,,
ramirjo01,2016,1,CLE,AL,OF,48,47,1126,72,1,1,0,,,,,
ramirjo01,2016,1,CLE,AL,SS,5,3,84,5,6,0,2,,,,,
ramirjo02,2016,1,ATL,NL,P,33,0,98,0,1,0,0,,,,,
ramirne01,2016,1,CHN,NL,P,8,0,23,0,1,0,0,,,,,
ramirne01,2016,2,MIL,NL,P,2,0,5,0,0,0,0,,,,,
ramirne01,2016,3,MIN,AL,P,8,0,44,1,1,0,0,,,,,
ramirno01,2016,1,BOS,AL,P,14,0,39,0,1,0,0,,,,,
ramosaj01,2016,1,MIA,NL,P,67,0,192,6,5,0,1,,,,,
ramosce01,2016,1,TEX,AL,P,16,4,143,2,7,0,0,,,,,
ramosed02,2016,1,PHI,NL,P,42,0,120,2,3,0,0,,,,,
ramoswi01,2016,1,WAS,NL,C,128,122,3289,1094,61,3,6,10,,32,19,
ranauan01,2016,1,TEX,AL,P,2,0,11,0,1,0,0,,,,,
ranauan01,2016,2,CHA,AL,P,7,5,83,1,3,0,0,,,,,
rasmuco01,2016,1,HOU,AL,OF,103,95,2607,173,13,0,2,,,,,
rasmuco02,2016,1,LAA,AL,P,19,1,74,0,2,0,0,,,,,
ravinjo01,2016,1,LAN,NL,P,10,0,29,0,1,0,0,,,,,
rayro02,2016,1,ARI,NL,P,32,32,523,3,18,2,3,,,,,
reaco01,2016,1,SDN,NL,P,19,18,298,5,16,0,2,,,,,
reaco01,2016,2,MIA,NL,P,1,1,10,0,0,0,0,,,,,
realmjt01,2016,1,MIA,NL,C,129,124,3339,1069,80,10,8,8,,51,28,
reckean01,2016,1,ATL,NL,C,28,26,689,179,10,1,4,2,,29,8,
reddijo01,2016,1,OAK,AL,OF,68,62,1670,126,5,2,1,,,,,
reddijo01,2016,2,LAN,NL,OF,42,38,1022,79,3,4,0,,,,,
reedad01,2016,1,NYN,NL,P,80,0,233,1,5,0,0,,,,,
reedaj01,2016,1,HOU,AL,1B,35,27,696,214,13,2,20,,,,,
reedco01,2016,1,CIN,NL,P,10,10,143,3,7,0,0,,,,,
reedmi02,2016,1,MIL,NL,OF,7,7,171,18,1,1,0,,,,,
refsnro01,2016,1,NYA,AL,1B,25,21,525,166,5,3,11,,,,,
refsnro01,2016,1,NYA,AL,2B,8,5,123,5,9,2,2,,,,,
refsnro01,2016,1,NYA,AL,3B,1,0,3,0,0,0,0,,,,,
refsnro01,2016,1,NYA,AL,OF,27,18,476,28,3,0,0,,,,,
reimono01,2016,1,BAL,AL,OF,95,57,1656,117,3,1,1,,,,,
rendato01,2016,1,CIN,NL,2B,9,5,150,8,19,1,4,,,,,
rendato01,2016,1,CIN,NL,3B,1,1,24,0,3,0,0,,,,,
rendato01,2016,1,CIN,NL,OF,8,7,156,15,0,0,0,,,,,
rendoan01,2016,1,WAS,NL,3B,155,150,4035,134,239,9,25,,,,,
renfrhu01,2016,1,SDN,NL,OF,9,8,221,14,1,2,0,,,,,
reverbe01,2016,1,WAS,NL,OF,87,80,2141,170,2,2,1,,,,,
reyesal02,2016,1,SLN,NL,P,12,5,138,0,4,2,0,,,,,
reyesjo01,2016,1,NYN,NL,3B,50,50,1281,26,83,6,6,,,,,
reyesjo01,2016,1,NYN,NL,SS,13,10,300,9,26,0,5,,,,,
reyesjo03,2016,1,MIA,NL,P,1,0,6,0,0,0,0,,,,,
reynoma01,2016,1,COL,NL,1B,115,102,2721,939,79,7,91,,,,,
reynoma01,2016,1,COL,NL,2B,1,0,3,0,0,0,0,,,,,
reynoma02,2016,1,SFN,NL,P,8,0,18,0,0,0,0,,,,,
reynoma03,2016,1,NYN,NL,2B,4,2,54,1,3,0,0,,,,,
reynoma03,2016,1,NYN,NL,3B,7,1,50,2,5,0,0,,,,,
reynoma03,2016,1,NYN,NL,OF,1,1,18,2,0,0,0,,,,,
reynoma03,2016,1,NYN,NL,SS,21,15,448,23,47,2,13,,,,,
richacl01,2016,1,CHN,NL,P,25,0,42,0,6,0,0,,,,,
richacl01,2016,2,SDN,NL,P,11,9,161,2,12,4,0,,,,,
richaga01,2016,1,LAA,AL,P,6,6,104,0,5,2,0,,,,,
rickajo01,2016,1,BAL,AL,OF,82,64,1779,127,6,0,0,,,,,
riverfe01,2016,1,WAS,NL,P,47,0,149,1,8,1,1,,,,,
riverfe01,2016,2,PIT,NL,P,28,0,82,0,4,0,1,,,,,
riverre01,2016,1,NYN,NL,1B,1,0,3,1,1,0,0,,,,,
riverre01,2016,1,NYN,NL,C,59,54,1445,495,37,2,5,3,,43,18,
rivertj01,2016,1,NYN,NL,1B,1,0,9,1,1,0,0,,,,,
rivertj01,2016,1,NYN,NL,2B,26,18,512,30,48,0,12,,,,,
rivertj01,2016,1,NYN,NL,3B,9,5,147,4,7,3,1,,,,,
riverya01,2016,1,MIL,NL,2B,13,8,210,21,29,2,7,,,,,
riverya01,2016,1,MIL,NL,3B,15,4,168,5,10,3,2,,,,,
riverya01,2016,1,MIL,NL,SS,5,4,108,7,11,0,2,,,,,
rizzoan01,2016,1,CHN,NL,1B,154,151,4011,1268,125,6,98,,,,,
rizzoan01,2016,1,CHN,NL,2B,1,0,1,0,1,0,0,,,,,
roachdo01,2016,1,SEA,AL,P,4,0,16,0,0,0,0,,,,,
roarkta01,2016,1,WAS,NL,P,34,33,630,9,36,1,5,,,,,
roberda08,2016,1,CHA,AL,P,62,0,187,4,6,0,1,,,,,
roberda09,2016,1,SEA,AL,OF,8,6,160,11,0,1,0,,,,,
robincl01,2016,1,WAS,NL,1B,46,37,1017,279,12,2,30,,,,,
robincl01,2016,1,WAS,NL,OF,3,2,54,6,0,0,0,,,,,
robinsh01,2016,1,LAA,AL,OF,55,28,854,87,2,1,0,,,,,
robleha01,2016,1,NYN,NL,P,68,0,233,5,3,0,0,,,,,
rodgebr01,2016,1,HOU,AL,P,5,1,25,0,0,0,0,,,,,
rodnefe01,2016,1,SDN,NL,P,28,0,86,0,4,1,0,,,,,
rodnefe01,2016,2,MIA,NL,P,39,0,110,0,3,0,0,,,,,
rodonca01,2016,1,CHA,AL,P,28,28,495,5,11,1,0,,,,,
rodrial01,2016,1,NYA,AL,3B,1,0,1,0,0,0,0,,,,,
rodried05,2016,1,BOS,AL,P,20,20,321,4,11,1,1,,,,,
rodrife02,2016,1,OAK,AL,P,34,0,122,1,0,0,0,,,,,
rodrifr03,2016,1,DET,AL,P,61,0,175,6,3,1,0,,,,,
rodrijo04,2016,1,PHI,NL,P,12,0,29,0,0,0,0,,,,,
rodrise01,2016,1,PIT,NL,1B,57,5,523,176,14,1,17,,,,,
rodrise01,2016,1,PIT,NL,2B,29,18,497,45,60,0,17,,,,,
rodrise01,2016,1,PIT,NL,3B,11,6,184,3,13,1,1,,,,,
rodrise01,2016,1,PIT,NL,OF,32,16,457,30,0,1,0,,,,,
rodrise01,2016,1,PIT,NL,SS,27,19,533,23,45,4,11,,,,,
roech01,2016,1,BAL,AL,P,9,0,29,0,1,0,0,,,,,
roech01,2016,2,ATL,NL,P,21,0,60,2,1,0,1,,,,,
rogerja02,2016,1,PIT,NL,1B,5,3,55,20,0,0,3,,,,,
rogerja02,2016,1,PIT,NL,3B,4,0,34,1,1,0,0,,,,,
rogerta01,2016,1,MIN,AL,P,57,0,184,4,13,3,1,,,,,
rojasmi02,2016,1,MIA,NL,1B,41,3,313,85,12,0,9,,,,,
rojasmi02,2016,1,MIA,NL,2B,45,14,512,25,44,0,5,,,,,
rojasmi02,2016,1,MIA,NL,3B,16,1,129,1,10,0,1,,,,,
rojasmi02,2016,1,MIA,NL,SS,33,26,626,46,76,4,18,,,,,
rollida01,2016,1,SEA,AL,P,11,0,28,2,0,0,0,,,,,
rolliji01,2016,1,CHA,AL,SS,35,34,897,47,86,2,18,,,,,
romeren01,2016,1,TBA,AL,P,52,0,137,3,5,0,0,,,,,
romerst01,2016,1,SEA,AL,1B,1,1,18,3,0,0,0,,,,,
romerst01,2016,1,SEA,AL,OF,8,3,105,8,1,1,0,,,,,
rominan01,2016,1,DET,AL,1B,20,3,162,60,1,0,5,,,,,
rominan01,2016,1,DET,AL,2B,12,7,192,16,16,0,6,,,,,
rominan01,2016,1,DET,AL,3B,44,10,408,7,35,1,1,,,,,
rominan01,2016,1,DET,AL,OF,25,13,408,35,1,0,1,,,,,
