yearID,teamID,lgID,playerID,salary,pos
2016,BOS,AL,youngch04,6500000,B
2016,HOU,AL,neshepa01,6500000,P
2016,KCR,AL,cainlo01,6500000,B
2016,SFG,NL,garcija01,6500000,P
2016,STL,NL,carpema01,6500000,B
2016,LAA,AL,richaga01,6425000,P
2016,MIN,AL,perkigl01,6300000,P
2016,COL,NL,loganbo02,6250000,P
2016,LAD,NL,howeljp01,6250000,P
2016,WSN,NL,reverbe01,6250000,B
2016,BAL,AL,tillmch01,6225000,P
2016,SDP,NL,jayjo02,6225000,B
2016,SFG,NL,beltbr01,6200000,B
2016,CHC,NL,woodtr01,6170000,P
2016,CLE,AL,kipnija01,6166667,B
2016,HOU,AL,valbulu01,6125000,B
2016,ARI,NL,clippty01,6100000,P
2016,HOU,AL,sippto01,6000000,P
2016,LAA,AL,simmoan01,6000000,B
2016,MIN,AL,suzukku01,6000000,B
2016,OAK,AL,hillri01,6000000,P
2016,SFG,NL,crawfbr01,6000000,B
2016,TEX,AL,lewisco01,6000000,P
2016,BAL,AL,odayda01,5854712,P
2016,ARI,NL,goldspa01,5833333,B
2016,NYM,NL,deazaal01,5750000,B
2016,BAL,AL,alvarpe01,5731704,B
2016,TEX,AL,morelmi01,5700000,B
2016,KCR,AL,moustmi01,5600000,B
2016,NYY,AL,eovalna01,5600000,P
2016,STL,NL,rosentr01,5600000,P
2016,ARI,NL,zieglbr01,5500000,P
2016,DET,AL,lowema01,5500000,P
2016,KCR,AL,hochelu01,5500000,P
2016,KCR,AL,medlekr01,5500000,P
2016,SEA,AL,aokino01,5500000,B
2016,CHW,AL,quintjo01,5400000,P
2016,NYM,NL,bastaan01,5375000,P
2016,WSN,NL,ramoswi01,5350000,B
2016,MIN,AL,jepseke01,5312000,P
2016,NYM,NL,reedad01,5300000,P
2016,CHC,NL,rizzoan01,5285714,B
2016,CLE,AL,davisra01,5250000,B
2016,KCR,AL,escobal02,5250000,B
2016,LAA,AL,smithjo05,5250000,P
2016,PIT,NL,harrijo05,5250000,B
2016,LAD,NL,turneju01,5100000,B
2016,TBR,AL,moorema02,5100000,P
2016,CIN,NL,mesorde01,5025000,B
2016,BAL,AL,machama01,5000000,B
2016,COL,NL,arenano01,5000000,B
2016,COL,NL,motteja01,5000000,P
2016,CHW,AL,dukeza01,5000000,P
2016,CHW,AL,jacksau01,5000000,B
2016,HOU,AL,castrja01,5000000,B
2016,LAA,AL,santihe01,5000000,P
2016,SFG,NL,lopezja02,5000000,P
2016,SFG,NL,spande01,5000000,B
2016,WSN,NL,harpebr03,5000000,B
2016,COL,NL,mcgeeja01,4800000,P
2016,OAK,AL,coghlch01,4800000,B
2016,TBR,AL,pearcst01,4750000,B
2016,CLE,AL,klubeco01,4700000,P
2016,CLE,AL,carraca01,4500000,P
2016,LAD,NL,ellisaj01,4500000,B
2016,MIN,AL,milonto01,4500000,P
2016,OAK,AL,axforjo01,4500000,P
2016,CHC,NL,stroppe01,4400000,P
2016,ARI,NL,millesh01,4350000,P
2016,NYM,NL,harvema01,4325000,P
2016,NYY,AL,pinedmi01,4300000,P
2016,CHC,NL,cahiltr01,4250000,P
2016,KCR,AL,youngch03,4250000,P
2016,OAK,AL,alvarhe01,4250000,B
2016,SEA,AL,iannech01,4250000,B
2016,KCR,AL,duffyda01,4225000,P
2016,CHC,NL,rondohe01,4200000,P
2016,TBR,AL,morrilo01,4200000,B
2016,CLE,AL,allenco01,4150000,P
2016,SEA,AL,martile01,4150000,B
2016,CHW,AL,lawribr01,4125000,B
2016,MIL,NL,lucrojo01,4100000,B
2016,NYM,NL,familje01,4100000,P
2016,NYY,AL,novaiv01,4100000,P
2016,ATL,NL,olivehe01,4000000,B
2016,CLE,AL,uribeju01,4000000,B
2016,CHW,AL,navardi01,4000000,B
2016,LAD,NL,blantjo01,4000000,P
2016,NYM,NL,blevije01,4000000,P
2016,PIT,NL,jasojo01,4000000,B
2016,SEA,AL,cishest01,4000000,P
2016,STL,NL,gyorkje01,4000000,B
2016,TBR,AL,cobbal01,4000000,P
2016,TOR,AL,chaveje01,4000000,P
2016,WSN,NL,kellesh01,4000000,P
2016,BAL,AL,matusbr01,3900000,P
2016,PHI,NL,hernada01,3900000,P
2016,PIT,NL,felizne01,3900000,P
2016,SFG,NL,blancgr01,3900000,B
2016,TOR,AL,smoakju01,3900000,B
2016,TOR,AL,cecilbr01,3800000,P
2016,STL,NL,broxtjo01,3750000,P
2016,TBR,AL,smylydr01,3750000,P
2016,ARI,NL,castiwe01,3700000,B
2016,BOS,AL,hanigry01,3700000,B
2016,HOU,AL,altuvjo01,3687500,B
2016,STL,NL,waldejo01,3675000,B
2016,CHC,NL,solerjo01,3666666,B
2016,ATL,NL,grillja01,3625000,P
2016,ARI,NL,polloaj01,3500000,B
2016,COL,NL,blackch02,3500000,B
2016,MIA,NL,koehlto01,3500000,P
2016,PIT,NL,cervefr01,3500000,B
2016,ATL,NL,teherju01,3466666,P
2016,MIA,NL,dunnmi01,3450000,P
2016,PIT,NL,watsoto01,3450000,P
2016,LAA,AL,calhoko01,3400000,B
2016,MIA,NL,ramosaj01,3400000,P
2016,BOS,AL,tazawju01,3375000,P
2016,PIT,NL,martest01,3333333,B
2016,HOU,AL,gattiev01,3300000,B
2016,TBR,AL,jennide01,3300000,B
2016,TEX,AL,tollesh01,3275000,P
2016,MIA,NL,gordode01,3242202,B
2016,CIN,NL,iglesra01,3214285,P
2016,NYY,AL,ackledu01,3200000,B
2016,COL,NL,hundlni01,3150000,B
2016,OAK,AL,valenda01,3150000,B
2016,TEX,AL,perezma02,3150000,P
2016,LAD,NL,maedake01,3125000,P
2016,TEX,AL,wilheto01,3100000,P
2016,PIT,NL,lockeje01,3025000,P
2016,ATL,NL,pierza.01,3000000,B
2016,COL,NL,lemahdj01,3000000,B
2016,CHW,AL,lamboan01,3000000,B
2016,MIN,AL,doziebr01,3000000,B
2016,PIT,NL,freesda01,3000000,B
2016,PIT,NL,nicasju01,3000000,P
2016,SDP,NL,ramiral03,3000000,B
2016,WSN,NL,drewst01,3000000,B
2016,WSN,NL,perezol01,3000000,P
2016,COL,NL,lylesjo01,2975000,P
2016,OAK,AL,rzepcma01,2950000,P
2016,CIN,NL,cozarza01,2925000,B
2016,SDP,NL,norride01,2925000,B
2016,TBR,AL,archech01,2916667,P
2016,TOR,AL,saundmi01,2900000,B
2016,WSN,NL,espinda01,2875000,B
2016,BAL,AL,kimhy01,2800000,B
2016,LAA,AL,sotoge01,2800000,B
2016,LAD,NL,grandya01,2800000,B
2016,MIA,NL,fernajo02,2800000,P
2016,MIL,NL,peralwi01,2800000,P
2016,WSN,NL,rendoan01,2800000,B
2016,CLE,AL,shawbr01,2750000,P
2016,CHW,AL,eatonad02,2750000,B
2016,CLE,AL,chiselo01,2725000,B
2016,ARI,NL,hudsoda01,2700000,P
2016,OAK,AL,alonsyo01,2650000,B
2016,MIA,NL,hechaad01,2625000,B
2016,ARI,NL,segurje01,2600000,B
2016,BAL,AL,worleva01,2600000,P
2016,BOS,AL,kellyjo05,2600000,P
2016,COL,NL,reynoma01,2600000,B
2016,CLE,AL,gomesya01,2583333,B
2016,KCR,AL,herreke01,2550000,P
2016,ARI,NL,corbipa01,2525000,P
2016,ATL,NL,johnsji04,2500000,P
2016,ATL,NL,norribu01,2500000,P
2016,CHC,NL,rossda01,2500000,B
2016,CHW,AL,avilaal01,2500000,B
2016,MIA,NL,phelpda01,2500000,P
2016,MIL,NL,cartech02,2500000,B
2016,NYM,NL,lagarju01,2500000,B
2016,PIT,NL,kangju01,2500000,B
2016,PIT,NL,rodrise01,2500000,B
2016,STL,NL,ohse01,2500000,P
2016,STL,NL,penabr01,2500000,B
2016,WSN,NL,petityu01,2500000,P
2016,NYY,AL,gregodi01,2425000,B
2016,LAA,AL,salasfe01,2400000,P
2016,TBR,AL,ramirer02,2375000,P
2016,ARI,NL,delarru01,2350000,P
2016,MIN,AL,fienca01,2275000,P
2016,CLE,AL,tomlijo01,2250000,P
2016,COL,NL,quallch01,2250000,P
2016,TBR,AL,forsylo01,2250000,B
2016,PIT,NL,hugheja02,2175000,P
2016,MIN,AL,escobed01,2150000,P
2016,COL,NL,descada01,2100000,B
2016,CHW,AL,garciav01,2100000,B
2016,DET,AL,iglesjo01,2100000,B
2016,PIT,NL,mercejo03,2075000,B
2016,ATL,NL,flowety01,2000000,B
2016,ATL,NL,johnske05,2000000,B
2016,ATL,NL,ogandal01,2000000,P
2016,CHC,NL,richacl01,2000000,P
2016,CIN,NL,simonal01,2000000,P
2016,CLE,AL,hunteto02,2000000,P
2016,CHW,AL,alberma01,2000000,P
2016,CHW,AL,rolliji01,2000000,B
2016,DET,AL,avilemi01,2000000,B
2016,HOU,AL,gonzama01,2000000,B
2016,KCR,AL,geedi01,2000000,P
2016,KCR,AL,minormi01,2000000,B
2016,KCR,AL,perezsa02,2000000,B
2016,MIA,NL,suzukic01,2000000,B
2016,OAK,AL,doubrfe01,2000000,B
2016,PHI,NL,bourjpe01,2000000,B
2016,PHI,NL,galvifr01,2000000,B
2016,PIT,NL,vogelry01,2000000,P
