playerID,yearID,stint,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP
nathajo01,2016,2,SFN,NL,1,0,7,0,0,0,0,13,3,0,0,2,5,0.188,0,0,1,0,0,18,1,0,0,0,0
pazosja01,2016,1,NYA,AL,1,0,7,0,0,0,0,10,7,5,2,1,3,0.438,13.5,0,0,0,0,17,1,5,0,0,1
gorzeto01,2016,1,CLE,AL,1,0,7,0,0,0,0,9,4,7,1,5,4,0.308,21,1,0,0,0,18,1,7,0,0,0
richaga01,2016,1,LAA,AL,1,3,6,6,0,0,0,104,31,9,2,15,34,0.238,2.34,1,3,1,0,148,0,16,2,0,4
bolsimi01,2016,1,LAN,NL,1,4,6,6,0,0,0,83,33,21,7,9,25,0.303,6.83,1,0,2,0,122,0,21,2,0,2
medlekr01,2016,1,KCA,AL,1,3,6,6,0,0,0,73,30,21,2,20,18,0.309,7.77,0,1,0,0,119,0,25,0,2,5
marquge01,2016,1,COL,NL,1,1,6,3,0,0,0,62,28,12,2,6,15,0.326,5.23,0,0,3,0,98,0,12,2,1,0
boscawi01,2016,1,PIT,NL,1,1,6,1,0,0,0,46,15,11,2,7,8,0.254,6.46,0,1,0,1,67,2,11,1,0,1
latosma01,2016,2,WAS,NL,1,1,6,1,0,0,0,29,11,7,1,5,10,0.289,6.52,0,0,0,0,44,1,7,0,1,0
saupowa01,2016,1,DET,AL,1,1,6,0,0,0,0,29,17,8,0,3,10,0.395,7.45,0,0,1,0,49,2,8,0,2,1
narvech01,2016,1,MIA,NL,1,0,6,0,0,0,0,25,10,8,3,2,6,0.286,8.64,1,1,1,0,38,2,8,0,0,0
bradlje01,2016,1,ATL,NL,1,1,6,0,0,0,0,21,7,4,0,6,4,0.269,5.14,2,1,0,0,33,1,4,0,1,1
chacijh01,2016,1,ATL,NL,1,2,5,5,0,0,0,80,29,16,4,8,27,0.274,5.4,0,0,0,0,117,0,17,2,1,0
wrighda04,2016,2,LAA,AL,1,3,5,5,0,0,0,80,32,16,5,6,15,0.314,5.4,0,1,5,0,115,0,16,1,1,4
mitchbr01,2016,1,NYA,AL,1,2,5,5,0,0,0,75,26,9,1,12,11,0.277,3.24,0,0,0,0,107,0,13,1,0,5
whalero01,2016,1,ATL,NL,1,2,5,5,0,0,0,74,20,18,4,12,25,0.217,6.57,0,1,3,0,110,0,20,2,1,1
alcanra01,2016,1,OAK,AL,1,3,5,5,0,0,0,67,31,18,9,4,14,0.333,7.25,0,1,4,1,103,0,18,0,2,2
cobbal01,2016,1,TBA,AL,1,2,5,5,0,0,0,66,32,21,5,7,16,0.337,8.59,0,0,0,0,104,0,22,1,1,1
meyeral01,2016,2,LAA,AL,1,2,5,5,0,0,0,65,17,11,2,13,24,0.215,4.57,0,1,0,0,94,0,11,0,2,1
tollias01,2016,1,BAL,AL,1,0,5,0,0,0,0,14,5,3,1,3,5,0.263,5.79,0,0,0,0,22,2,4,0,0,0
harrelu01,2016,2,TEX,AL,1,0,4,4,0,0,0,53,21,11,3,13,15,0.309,5.6,0,2,1,0,84,0,11,1,1,3
mortoch02,2016,1,PHI,NL,1,1,4,4,0,0,0,52,15,8,1,8,19,0.242,4.15,0,1,0,1,71,0,8,1,0,2
blachty01,2016,1,SFN,NL,1,0,4,2,0,0,0,51,8,2,1,5,10,0.143,1.06,0,0,0,1,62,2,2,1,0,2
anderbr04,2016,1,LAN,NL,1,2,4,3,0,0,0,34,25,15,4,4,5,0.446,11.91,0,2,0,0,62,0,15,1,1,0
merriry01,2016,1,CLE,AL,1,0,4,1,0,0,0,33,6,2,0,0,6,0.167,1.64,0,0,0,0,37,1,2,1,0,3
mayermi01,2016,1,SLN,NL,1,1,4,1,0,0,0,16,16,16,3,3,2,0.533,27,0,0,1,0,35,0,16,0,1,1
hestoch01,2016,1,SFN,NL,1,1,4,0,0,0,0,15,9,6,0,6,3,0.409,10.8,2,3,0,0,29,0,6,1,0,0
smithja06,2016,1,SDN,NL,1,0,4,0,0,0,0,12,5,2,1,1,3,0.333,4.5,0,0,1,0,17,1,2,0,0,1
erlinro01,2016,1,SDN,NL,1,2,3,2,0,0,0,47,12,7,3,3,13,0.218,4.02,0,2,0,0,58,0,7,0,0,5
hutchdr01,2016,1,TOR,AL,1,0,3,2,0,0,0,38,13,7,4,4,12,0.271,4.97,0,0,1,0,53,0,7,0,0,1
wagnety01,2016,1,ARI,NL,1,0,3,0,0,0,0,30,9,2,0,2,7,0.237,1.8,0,0,0,0,40,0,3,0,0,1
nathajo01,2016,1,CHN,NL,1,0,3,0,0,0,0,6,2,0,0,2,4,0.25,0,0,0,0,0,10,0,0,0,0,0
clemepa02,2016,1,MIA,NL,1,0,2,2,0,0,0,30,11,7,5,8,6,0.289,6.3,0,0,1,0,47,0,7,0,0,2
carmofa01,2016,1,ATL,NL,1,1,2,2,0,0,0,27,13,8,4,1,6,0.351,8,0,0,0,0,39,0,8,0,1,0
buchaja01,2016,1,CHN,NL,1,0,2,1,0,0,0,18,3,1,1,1,4,0.15,1.5,0,0,0,0,21,1,1,0,0,1
ranauan01,2016,1,TEX,AL,1,0,2,0,0,0,0,11,2,7,1,8,2,0.167,17.18,0,0,0,0,21,0,7,1,0,0
mazzavi01,2016,1,SFN,NL,1,0,2,0,0,0,0,3,7,6,0,1,0,0.636,54,0,0,1,0,13,0,9,0,0,0
maurebr01,2016,1,SDN,NL,0,5,71,0,0,0,13,209,65,35,7,23,72,0.238,4.52,5,3,2,0,300,36,37,0,1,2
kintzbr01,2016,1,MIN,AL,0,2,54,0,0,0,17,163,59,19,5,8,35,0.276,3.15,1,0,2,0,224,36,22,0,0,8
hendrli01,2016,1,OAK,AL,0,4,53,0,0,0,0,194,69,27,6,14,71,0.27,3.76,3,3,1,0,275,10,31,0,4,6
diazed04,2016,1,SEA,AL,0,4,49,0,0,0,18,155,45,16,5,15,88,0.226,2.79,2,6,3,1,217,23,16,0,0,1
riverfe01,2016,1,WAS,NL,0,3,47,0,0,0,1,149,43,25,4,15,53,0.236,4.53,2,1,5,0,203,8,26,0,1,8
marinjh01,2016,2,MIL,NL,0,1,43,0,0,0,0,176,60,21,3,21,47,0.265,3.22,3,4,6,0,256,10,24,2,1,7
bastaan01,2016,1,NYN,NL,0,0,41,0,0,0,0,131,41,23,8,21,46,0.244,4.74,2,1,3,2,195,11,24,2,1,2
belisma01,2016,1,WAS,NL,0,0,40,0,0,0,0,138,43,9,2,7,32,0.244,1.76,3,2,1,0,186,6,13,1,1,4
edwarca01,2016,1,CHN,NL,0,1,36,0,0,0,2,108,15,15,4,14,52,0.123,3.75,1,5,0,0,138,10,15,0,2,2
layneto01,2016,1,BOS,AL,0,1,34,0,0,0,0,86,27,12,1,14,25,0.26,3.77,2,1,1,0,120,12,12,1,0,3
evelada01,2016,1,TBA,AL,0,1,33,0,0,0,0,69,32,23,3,19,21,0.333,9,3,0,3,0,119,8,23,0,1,3
chafian01,2016,1,ARI,NL,0,1,32,0,0,0,0,68,22,17,1,11,28,0.259,6.75,1,2,1,0,98,1,18,1,0,5
motteja01,2016,1,COL,NL,0,1,30,0,0,0,0,71,28,13,6,8,24,0.286,4.94,1,0,2,0,109,8,15,0,1,1
kahnlto01,2016,1,CHA,AL,0,1,29,0,0,0,1,82,21,8,2,20,25,0.212,2.63,3,3,0,0,119,12,8,0,0,4
wilheto01,2016,2,SEA,AL,0,1,29,0,0,0,1,75,22,10,4,10,17,0.244,3.6,0,0,0,0,100,2,10,0,0,4
crockky01,2016,1,CLE,AL,0,0,29,0,0,0,0,48,16,9,0,7,17,0.258,5.06,2,1,0,1,70,4,9,0,1,1
rodnefe01,2016,1,SDN,NL,0,1,28,0,0,0,17,86,13,1,0,12,33,0.137,0.31,0,1,2,1,109,24,2,0,0,3
dukeza01,2016,2,SLN,NL,0,1,28,0,0,0,1,70,17,5,0,13,26,0.205,1.93,0,2,2,0,99,4,5,1,0,3
goodyni01,2016,1,NYA,AL,0,0,27,0,0,0,0,87,30,15,7,12,34,0.265,4.66,1,0,1,0,128,10,15,1,1,1
barneja01,2016,1,MIL,NL,0,1,27,0,0,0,1,80,24,8,1,6,26,0.245,2.7,1,2,0,0,106,7,9,1,1,3
geltzst01,2016,1,TBA,AL,0,2,27,0,0,0,0,80,24,17,11,9,23,0.238,5.74,0,3,1,0,112,11,17,0,1,1
orourry01,2016,1,MIN,AL,0,1,26,0,0,0,0,75,18,11,3,10,24,0.207,3.96,0,2,1,1,101,6,13,2,1,4
brachsi01,2016,1,ARI,NL,0,2,26,0,0,0,0,74,31,20,7,10,17,0.295,7.3,1,3,3,0,119,11,22,0,1,2
kiekhde01,2016,1,SLN,NL,0,0,26,0,0,0,0,66,24,13,2,7,14,0.273,5.32,4,0,2,0,98,10,13,0,1,1
leonedo01,2016,1,ARI,NL,0,1,25,0,0,0,0,81,45,19,7,12,23,0.391,6.33,1,4,1,0,131,8,21,0,3,5
daytogr01,2016,1,LAN,NL,0,1,25,0,0,0,0,79,14,6,4,6,39,0.149,2.05,0,0,1,0,101,0,7,0,0,0
fienca01,2016,2,LAN,NL,0,1,25,0,0,0,0,77,24,12,8,7,23,0.245,4.21,3,0,0,0,106,5,12,1,0,0
jepseke01,2016,2,TBA,AL,0,1,25,0,0,0,0,57,20,12,5,9,13,0.282,5.68,1,2,0,0,83,5,13,0,3,3
richacl01,2016,1,CHN,NL,0,1,25,0,0,0,1,42,23,10,0,7,7,0.377,6.43,3,1,2,0,72,9,14,0,2,1
morribr01,2016,1,MIA,NL,0,0,24,0,0,0,1,53,15,6,4,10,13,0.238,3.06,1,0,1,0,74,4,7,0,0,2
hathast01,2016,1,ARI,NL,0,0,24,0,0,0,0,44,18,8,1,6,15,0.305,4.91,0,0,0,0,65,0,8,0,0,2
cothaca01,2016,1,CIN,NL,0,3,23,0,0,0,0,73,32,20,3,12,21,0.323,7.4,2,1,3,0,117,3,21,1,2,2
bleieri01,2016,1,NYA,AL,0,0,23,0,0,0,0,69,20,5,0,4,13,0.233,1.96,0,0,1,0,92,8,6,0,1,3
delacjo01,2016,1,ATL,NL,0,7,22,9,0,0,0,188,65,34,10,22,37,0.263,4.88,0,0,2,0,276,2,40,3,2,3
hartdo01,2016,1,BAL,AL,0,0,22,0,0,0,0,55,12,1,1,6,12,0.194,0.49,1,0,0,0,71,3,1,2,1,2
loupaa01,2016,1,TOR,AL,0,0,21,0,0,0,0,43,15,8,2,4,15,0.288,5.02,0,3,3,0,62,2,8,0,3,2
curtiza01,2016,1,ARI,NL,0,1,21,0,0,0,0,40,13,10,2,13,10,0.255,6.75,1,0,3,0,67,2,10,0,0,1
cravyty01,2016,1,MIL,NL,0,1,20,2,0,0,0,85,21,9,3,12,22,0.208,2.86,1,0,1,0,116,4,9,1,1,0
chambjo03,2016,1,CLE,AL,0,0,20,0,0,0,0,60,12,5,1,11,18,0.176,2.25,3,1,1,0,82,5,6,0,2,0
teperry01,2016,1,TOR,AL,0,1,20,0,0,0,0,55,17,6,1,8,18,0.233,2.95,1,3,3,0,85,13,8,1,0,0
rasmuco02,2016,1,LAA,AL,0,2,19,1,0,0,0,74,25,16,4,16,17,0.26,5.84,1,2,1,2,114,4,16,0,1,0
adamsau01,2016,1,CLE,AL,0,0,19,0,0,0,0,55,27,20,5,7,17,0.333,9.82,1,0,0,0,88,11,22,0,0,2
castrmi01,2016,1,COL,NL,0,0,19,0,0,0,0,44,18,10,3,5,12,0.3,6.14,0,0,1,0,67,4,10,1,0,1
sampske01,2016,1,CIN,NL,0,1,18,2,0,0,0,118,40,19,9,27,42,0.255,4.35,2,3,2,0,188,2,24,2,0,1
webbry01,2016,1,TBA,AL,0,0,18,0,0,0,0,52,27,10,2,3,11,0.37,5.19,1,3,0,0,76,7,11,0,0,4
abadfe01,2016,2,BOS,AL,0,2,18,0,0,0,0,38,13,9,2,8,12,0.255,6.39,0,1,1,0,60,7,9,0,0,1
cervehu01,2016,2,MIA,NL,0,0,18,0,0,0,0,28,11,5,1,5,7,0.289,4.82,0,0,0,0,43,3,5,0,0,0
alexasc01,2016,1,KCA,AL,0,0,17,0,0,0,0,57,24,7,1,7,16,0.316,3.32,0,0,0,0,84,4,7,0,1,4
salasfe01,2016,2,NYN,NL,0,1,17,0,0,0,0,52,11,4,3,0,19,0.177,2.08,0,1,0,0,62,2,4,0,0,1
despaod01,2016,1,BAL,AL,0,2,16,0,0,0,0,82,32,17,3,15,17,0.305,5.6,1,0,1,1,122,5,18,0,1,7
scahiro01,2016,2,MIL,NL,0,0,16,0,0,0,0,55,16,5,1,3,14,0.225,2.45,0,0,2,0,76,7,5,0,0,1
sturdty01,2016,1,TBA,AL,0,1,16,0,0,0,0,55,18,8,1,6,14,0.273,3.93,1,0,1,0,75,6,8,2,0,2
schulbo02,2016,1,TOR,AL,0,1,16,0,0,0,0,49,17,10,3,3,10,0.266,5.51,0,0,0,0,68,8,10,0,1,1
okertst01,2016,1,SFN,NL,0,0,16,0,0,0,0,42,14,5,2,4,14,0.259,3.21,1,0,0,0,58,3,5,0,0,2
scahiro01,2016,1,PIT,NL,0,0,15,0,0,0,0,49,18,8,1,6,13,0.29,4.41,0,1,2,0,71,5,9,0,1,2
fieldjo03,2016,1,HOU,AL,0,0,15,0,0,0,0,47,23,12,2,3,20,0.343,6.89,0,0,0,0,71,7,14,0,1,2
marshev01,2016,1,ARI,NL,0,1,15,0,0,0,0,46,28,15,2,8,9,0.4,8.8,2,1,1,0,79,8,18,0,0,5
breslcr01,2016,1,MIA,NL,0,2,15,0,0,0,0,42,21,7,1,4,7,0.362,4.5,0,2,0,0,63,4,9,1,0,2
briceau01,2016,1,MIA,NL,0,1,15,0,0,0,0,42,9,11,2,5,14,0.173,7.07,1,0,2,0,59,2,12,0,0,0
lightpa01,2016,2,MIN,AL,0,1,15,0,0,0,0,42,15,14,2,15,14,0.259,9,2,5,0,0,73,0,14,0,0,1
altavda01,2016,1,SEA,AL,0,0,15,0,0,0,0,37,11,1,0,1,10,0.244,0.73,0,1,1,0,48,7,1,0,1,1
farmebu01,2016,1,DET,AL,0,1,14,1,0,0,0,88,25,15,4,20,27,0.231,4.6,1,2,1,0,131,7,15,1,1,3
gilmase01,2016,1,NYN,NL,0,1,14,1,0,0,0,53,21,14,4,7,11,0.3,7.13,1,0,1,0,79,3,14,1,0,2
ogandne01,2016,1,MIA,NL,0,0,14,0,0,0,0,47,10,4,0,8,8,0.179,2.3,0,1,0,0,65,5,5,0,1,1
ramirno01,2016,1,BOS,AL,0,0,14,0,0,0,0,39,16,9,4,8,15,0.327,6.23,1,0,2,0,61,7,9,0,2,3
rzepcma01,2016,2,WAS,NL,0,0,14,0,0,0,0,35,8,2,0,5,9,0.216,1.54,2,0,2,0,46,0,3,1,1,2
girodch01,2016,1,TOR,AL,0,0,14,0,0,0,0,31,11,5,3,2,5,0.268,4.35,0,1,1,0,44,2,5,0,0,1
smithch07,2016,1,OAK,AL,0,0,13,0,0,0,0,74,14,8,2,13,29,0.165,2.92,0,0,0,0,100,8,9,0,2,1
purkema01,2016,1,CHA,AL,0,1,12,0,0,0,0,54,20,11,0,12,15,0.278,5.5,1,2,0,0,84,7,12,0,0,3
florody01,2016,1,TBA,AL,0,1,12,0,0,0,0,45,23,7,0,5,14,0.348,4.2,1,2,0,0,72,4,8,0,1,3
leclejo01,2016,1,TEX,AL,0,0,12,0,0,0,0,45,11,3,0,13,15,0.212,1.8,2,1,0,0,66,5,4,0,1,3
scribev01,2016,1,SEA,AL,0,0,12,0,0,0,0,42,5,0,0,2,15,0.111,0,1,0,1,0,49,0,0,1,0,1
barneda02,2016,1,TOR,AL,0,0,12,0,0,0,0,41,14,6,0,5,14,0.275,3.95,0,1,0,0,58,4,6,0,2,1
hunteto02,2016,2,BAL,AL,0,0,12,0,0,0,0,37,14,3,0,3,6,0.304,2.19,0,0,0,0,49,3,3,0,0,5
bailean01,2016,2,LAA,AL,0,0,12,0,0,0,6,34,9,3,1,2,8,0.214,2.38,0,1,1,0,46,10,3,0,1,1
rodrijo04,2016,1,PHI,NL,0,0,12,0,0,0,0,29,8,3,0,4,7,0.235,2.79,1,0,1,0,39,1,3,0,0,3
tuivasa01,2016,1,SLN,NL,0,0,12,0,0,0,0,27,12,6,0,6,7,0.308,6,0,1,2,0,47,4,6,0,0,0
willije02,2016,1,SLN,NL,0,0,11,0,0,0,0,52,22,11,4,6,8,0.306,5.71,1,0,2,0,81,9,15,0,1,3
penafe01,2016,1,CHN,NL,0,0,11,0,0,0,1,27,5,4,1,3,13,0.156,4,1,1,0,0,35,2,4,0,0,0
reedco01,2016,1,CIN,NL,0,7,10,10,0,0,0,143,67,39,12,19,43,0.328,7.36,2,2,4,2,230,0,47,1,1,5
peacobr01,2016,1,HOU,AL,0,1,10,5,0,0,0,95,21,13,6,14,28,0.186,3.69,0,2,0,0,127,3,15,0,0,3
kellyca01,2016,1,ATL,NL,0,3,10,1,0,0,0,65,30,14,1,7,7,0.326,5.82,3,1,2,0,102,3,14,0,1,0
alvarda01,2016,2,TEX,AL,0,0,10,0,0,0,0,35,17,10,3,2,13,0.362,7.71,0,1,2,0,52,5,11,0,1,3
hinojda01,2016,1,PHI,NL,0,1,10,0,0,0,0,33,10,4,1,3,8,0.25,3.27,0,0,0,0,44,4,4,0,1,1
armstsh01,2016,1,CLE,AL,0,0,10,0,0,0,0,32,9,3,1,5,7,0.237,2.53,2,1,0,0,44,2,3,1,0,1
goforda01,2016,1,MIL,NL,0,0,10,0,0,0,0,32,18,13,3,4,9,0.353,10.97,1,1,0,0,55,7,14,0,0,0
ravinjo01,2016,1,LAN,NL,0,0,10,0,0,0,0,29,2,1,1,4,13,0.065,0.93,0,2,0,0,35,4,1,0,0,0
peralwa01,2016,1,CIN,NL,0,0,10,0,0,0,0,22,11,7,1,7,5,0.355,8.59,0,0,1,0,39,3,7,0,0,0
burnese01,2016,1,WAS,NL,0,0,10,0,0,0,0,17,5,2,1,1,3,0.238,3.18,0,0,0,0,22,2,2,0,0,0
surkaer01,2016,1,OAK,AL,0,5,9,9,0,0,0,116,55,30,8,21,22,0.327,6.98,2,1,5,0,197,0,32,0,3,3
cosarja01,2016,2,SDN,NL,0,3,9,9,0,0,0,112,42,25,4,23,27,0.278,6.03,0,1,2,0,176,0,27,0,0,8
montera01,2016,1,NYN,NL,0,1,9,3,0,0,0,57,23,17,4,16,20,0.299,8.05,1,2,0,0,93,1,17,0,0,2
luebkco01,2016,1,PIT,NL,0,1,9,0,0,0,0,26,15,9,2,11,9,0.385,9.35,2,0,1,0,53,5,9,1,1,0
garciyi01,2016,1,LAN,NL,0,0,9,0,0,0,0,25,9,3,0,1,4,0.31,3.24,0,0,1,0,35,1,3,2,2,1
chapmke02,2016,1,HOU,AL,0,0,9,0,0,0,0,24,15,8,0,4,6,0.395,9,0,0,0,0,42,1,8,0,0,1
petrija01,2016,1,CHA,AL,0,0,9,0,0,0,0,24,8,4,1,8,7,0.267,4.5,0,3,0,0,39,1,5,1,0,2
faulkan01,2016,1,TEX,AL,0,0,9,0,0,0,0,20,8,5,3,4,1,0.286,6.75,1,2,0,0,32,1,7,0,0,1
gotttr01,2016,1,WAS,NL,0,0,9,0,0,0,0,18,6,1,0,3,6,0.25,1.5,1,0,1,0,28,1,1,0,0,0
braulst01,2016,1,PIT,NL,0,3,8,7,0,0,0,100,45,18,5,17,29,0.313,4.86,1,1,2,0,166,0,26,3,0,2
hoffmje02,2016,1,COL,NL,0,4,8,6,0,0,0,94,37,17,7,17,22,0.287,4.88,1,4,0,0,147,0,29,1,0,4
jungmta01,2016,1,MIL,NL,0,5,8,6,0,0,0,80,30,23,4,17,18,0.291,7.76,1,0,3,0,126,2,24,1,2,1
ramirne01,2016,3,MIN,AL,0,0,8,0,0,0,0,44,15,10,5,10,11,0.278,6.14,0,2,0,0,65,3,10,0,1,1
wendejb01,2016,1,OAK,AL,0,0,8,0,0,0,0,38,18,14,3,9,12,0.327,9.95,0,2,0,0,64,3,15,0,0,0
fulmeca01,2016,1,CHA,AL,0,2,8,0,0,0,0,35,12,11,2,7,10,0.273,8.49,0,2,2,0,53,4,11,0,0,2
jackslu01,2016,1,TEX,AL,0,0,8,0,0,0,0,35,22,14,4,8,3,0.415,10.8,0,0,0,0,62,2,14,0,1,2
jacksed01,2016,1,MIA,NL,0,1,8,0,0,0,0,32,13,7,2,6,7,0.317,5.91,1,1,0,0,47,3,7,0,0,1
garnepe01,2016,1,CLE,AL,0,0,8,0,0,0,0,28,12,5,0,5,12,0.308,4.82,1,1,2,0,46,0,6,0,0,1
kleinph01,2016,1,TEX,AL,0,1,8,0,0,0,0,26,8,5,2,2,12,0.242,5.19,0,1,0,0,35,5,5,0,0,1
vendipa01,2016,1,TOR,AL,0,0,8,0,0,0,0,26,11,5,1,4,7,0.297,5.19,0,0,1,0,44,3,8,0,2,0
holdejo02,2016,1,NYA,AL,0,0,8,0,0,0,0,25,8,5,1,4,5,0.258,5.4,0,0,0,0,36,1,5,0,1,1
ramirne01,2016,1,CHN,NL,0,0,8,0,0,0,0,23,5,4,1,8,10,0.2,4.7,2,3,0,0,35,4,4,0,2,1
youngma03,2016,1,ATL,NL,0,0,8,0,0,0,0,21,12,5,0,4,4,0.4,6.43,0,0,1,0,37,1,5,1,1,0
phillza01,2016,1,PIT,NL,0,0,8,0,0,0,0,20,8,2,1,1,6,0.296,2.7,0,1,0,0,28,0,2,0,0,2
reynoma02,2016,1,SFN,NL,0,1,8,0,0,0,0,18,7,5,0,5,3,0.292,7.5,2,1,0,0,30,4,5,0,1,0
martira04,2016,1,WAS,NL,0,0,8,0,0,0,0,11,0,1,0,1,5,0,2.45,0,0,0,0,12,2,1,0,0,0
vargace01,2016,1,SDN,NL,0,3,7,7,0,0,0,102,41,19,5,15,28,0.301,5.03,1,0,1,0,154,0,19,0,2,3
ranauan01,2016,2,CHA,AL,0,1,7,5,0,0,0,83,34,26,9,12,16,0.293,8.46,0,1,0,0,130,2,26,0,2,0
glasnty01,2016,1,PIT,NL,0,2,7,4,0,0,0,70,22,11,2,13,24,0.25,4.24,0,2,3,1,105,0,13,1,0,5
gamboed01,2016,1,TBA,AL,0,2,7,0,0,0,0,40,9,2,1,8,11,0.196,1.35,0,0,0,0,54,3,3,0,0,1
vendipa01,2016,2,SEA,AL,0,0,7,0,0,0,0,40,13,9,4,7,12,0.265,6.08,1,0,1,0,58,4,10,0,1,3
morriaj01,2016,1,CIN,NL,0,0,7,0,0,0,0,30,9,7,2,8,9,0.237,6.3,0,0,0,0,47,3,7,0,1,0
delabst01,2016,1,CIN,NL,0,0,7,0,0,0,0,24,5,6,1,10,10,0.172,6.75,0,1,1,0,40,0,6,0,0,0
freemsa01,2016,1,MIL,NL,0,0,7,0,0,0,0,23,13,11,2,9,8,0.394,12.91,0,1,0,0,44,4,11,0,2,1
simmosh01,2016,1,ATL,NL,0,0,7,0,0,0,0,20,6,1,0,0,3,0.24,1.35,0,0,0,0,25,2,1,0,0,1
guerrja01,2016,1,LAA,AL,0,0,7,0,0,0,0,19,5,4,1,7,4,0.227,5.68,1,1,1,0,30,1,4,0,0,2
ondrulo01,2016,1,BAL,AL,0,0,7,0,0,0,0,19,9,7,1,3,4,0.346,9.95,0,0,0,0,29,1,7,0,0,1
matusbr01,2016,1,BAL,AL,0,0,7,0,0,0,0,18,11,8,3,7,1,0.407,12,0,0,0,0,35,2,8,0,1,1
stumpda01,2016,1,PHI,NL,0,0,7,0,0,0,0,15,9,6,1,2,2,0.409,10.8,0,1,0,0,25,3,6,1,0,0
detwiro01,2016,1,CLE,AL,0,0,7,0,0,0,0,14,3,3,1,4,3,0.188,5.79,0,0,0,0,21,0,3,0,1,1
russeja02,2016,1,PHI,NL,0,0,7,0,0,0,0,13,9,9,2,5,4,0.429,18.69,0,0,0,0,27,1,9,0,1,0
giolilu01,2016,1,WAS,NL,0,1,6,4,0,0,0,64,26,16,7,12,11,0.295,6.75,0,1,1,1,101,1,18,0,0,2
alberan01,2016,1,MIN,AL,0,0,6,2,0,0,0,51,27,11,5,6,16,0.342,5.82,0,1,0,0,85,3,16,0,0,3
hutchdr01,2016,2,PIT,NL,0,0,6,1,0,0,0,34,15,7,2,3,10,0.341,5.56,0,0,1,0,51,3,7,1,2,0
niesejo01,2016,2,NYN,NL,0,1,6,2,0,0,0,33,13,14,4,9,12,0.289,11.45,1,2,0,0,55,1,14,0,1,0
gurkaja01,2016,1,COL,NL,0,0,6,0,0,0,0,29,16,10,1,2,7,0.381,9.31,0,0,0,0,45,5,10,0,1,1
hayesdr01,2016,1,CIN,NL,0,0,6,0,0,0,0,29,15,9,3,6,8,0.357,8.38,1,0,0,0,48,1,10,0,0,2
diazda01,2016,1,CIN,NL,0,0,6,0,0,0,0,20,10,7,2,7,3,0.37,9.45,0,0,0,0,36,0,9,1,1,3
parnebo01,2016,1,DET,AL,0,0,6,0,0,0,0,16,7,4,1,5,4,0.318,6.75,1,2,0,0,27,2,4,0,0,2
schuspa01,2016,2,PHI,NL,0,1,6,0,0,0,0,6,6,10,1,4,2,0.5,45,0,2,2,0,19,0,11,1,0,0
bassich01,2016,1,OAK,AL,0,2,5,5,0,0,0,84,35,19,5,14,23,0.294,6.11,0,2,0,0,133,0,20,0,0,3
owenshe02,2016,1,BOS,AL,0,2,5,5,0,0,0,66,23,17,5,20,21,0.284,6.95,1,3,1,0,103,0,17,0,1,4
moscojo01,2016,1,CIN,NL,0,3,5,5,0,0,0,64,26,19,10,10,10,0.292,8.02,1,0,1,0,105,0,22,3,1,1
whitlch01,2016,1,TBA,AL,0,0,5,1,0,0,0,43,13,4,2,3,15,0.224,2.51,0,0,0,0,61,0,7,0,0,0
rodgebr01,2016,1,HOU,AL,0,1,5,1,0,0,0,25,15,14,0,7,3,0.385,15.12,0,0,1,0,48,2,14,0,1,0
guaipma01,2016,1,SEA,AL,0,0,5,0,0,0,0,22,8,4,0,4,5,0.276,4.91,0,0,0,0,34,0,6,0,1,0
schuspa01,2016,1,OAK,AL,0,0,5,0,0,0,0,20,9,8,0,6,6,0.321,10.8,0,0,0,0,35,3,8,0,1,0
delosab01,2016,1,CIN,NL,0,0,5,0,0,0,0,17,7,7,1,4,2,0.318,11.12,0,1,1,0,28,1,7,0,1,0
magilma01,2016,1,CIN,NL,0,0,5,0,0,0,0,13,5,3,1,5,1,0.357,6.23,0,0,0,0,20,2,3,1,0,2
smithbl01,2016,1,CHA,AL,0,0,5,0,0,0,0,13,7,3,1,0,1,0.35,6.23,0,0,1,0,21,1,3,0,0,0
moralfr01,2016,1,TOR,AL,0,1,5,0,0,0,0,12,3,4,1,2,2,0.214,9,0,0,0,1,16,2,4,0,0,1
peraljo01,2016,2,CHN,NL,0,1,5,0,0,0,0,12,6,4,2,1,5,0.353,9,0,0,1,0,19,0,5,0,0,0
dermoma01,2016,1,TOR,AL,0,0,5,0,0,0,0,9,6,4,1,0,5,0.4,12,0,1,1,0,16,1,4,0,0,0
egeco01,2016,1,MIA,NL,0,0,5,0,0,0,0,9,8,4,1,2,2,0.571,12,0,0,1,0,19,1,4,0,2,0
gracema02,2016,1,WAS,NL,0,0,5,0,0,0,0,9,1,0,0,0,4,0.1,0,0,0,0,0,10,1,0,0,0,0
mantijo01,2016,1,DET,AL,0,0,5,0,0,0,0,8,7,5,1,2,2,0.538,16.88,1,0,0,0,16,3,5,1,0,1
danksjo01,2016,1,CHA,AL,0,4,4,4,0,0,0,67,28,18,5,11,16,0.322,7.25,0,1,0,0,100,0,20,0,2,4
cosarja01,2016,1,MIA,NL,0,1,4,4,0,0,0,59,19,13,0,16,11,0.257,5.95,2,2,0,0,92,0,14,1,1,3
